<br><font color=teal>*Otome, Setsuna(TheOfficialMidknights) thinks: I doubt he left anything for me. - Fri Sep 18 22:13:07 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: To both of the Hogo members, ten million of Tethys' funds. - Fri Sep 18 22:13:07 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Each. - Fri Sep 18 22:13:07 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: . . . . - Fri Sep 18 22:13:07 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) thinks: I can buy Jordans now.... - Fri Sep 18 22:13:58 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) thinks: -omit- - Fri Sep 18 22:13:58 2015
<br><br><font color=teal>*Mitsuru Himura(Theodysseygamer) thinks: ...Tethys was rich afterall... - Fri Sep 18 22:13:58 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: To Jin Karuzo, the Black Blade of Hogo, Tethys, however, not until he's capable of weilding large blades. - Fri Sep 18 22:13:58 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) would make her way into the crowd.* - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: To Mitsuru Himura, he wishes for you to work on your emotional depressions. - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Mitsuru Himura(Theodysseygamer) says: ... - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Ozui D. Kimura(Them Yams Salty Fam) says: He's sleeping standing up. - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Ozui D. Kimura(Them Yams Salty Fam) says: Come on. - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Saseki O. Kimura(Brosis55) says: What if he's not? - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Ozui D. Kimura(Them Yams Salty Fam) says: He is. - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: ..... - Fri Sep 18 22:14:49 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: To Koeki, she is required to become Mizukage. - Fri Sep 18 22:15:40 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: For Setsuna, he wants them to become the greatest medic possible. - Fri Sep 18 22:15:40 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) thinks: terrible decision...but oh well... - Fri Sep 18 22:15:40 2015
<br><br><font color=teal>*Reinup, Flexus(VantetheGreat) thinks: Will i get something. - Fri Sep 18 22:16:32 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: For Violet, the Kiba Blades, once she acquires the mastery of the Raiton affinity. - Fri Sep 18 22:16:32 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) thinks: . . . . - Fri Sep 18 22:16:32 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) popped the fuck out of nowhere. "Missy Koeki-senpai...I heard you're the worlds greatest medic, and not to be a brown noser or anything...but could you possible try and teach me...i'll be forever greatful." she said, clenching her hands together. Her pink eyes seemed to sparkle with with amazement as she fixated her gaze on the blue haired legend.* - Sun Sep 20 00:13:52 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: I dont even know A-rank healing gurl i aint no legend. - Sun Sep 20 00:14:43 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: -omit- - Sun Sep 20 00:14:43 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Mizumi. - Sun Sep 20 00:15:34 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: ...? - Sun Sep 20 00:15:34 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Mind if we train for a bit? - Sun Sep 20 00:15:34 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: .....Why...not... - Sun Sep 20 00:16:25 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Sure. - Sun Sep 20 00:18:59 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: What do you know already? - Sun Sep 20 00:18:59 2015
<br><br><font color=teal>*Renkin(Tyrone From State Farm) says: I ugh...I only know Healing Hands.. - Sun Sep 20 00:19:50 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) greedily grabbed the scroll. "Thank you Lady Koeki senpai....Thank you for noticing me.." she said before darting off into a corner and opening the scroll to examine its many contents.* - Sun Sep 20 00:22:24 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) unraveled the scroll, looking down at each line with precision. *What jutsu is this?* she thought as she continued to read the content of the scroll. It was so detailed and long that it would surely take a while to even dent the contents.* - Sun Sep 20 00:24:57 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Hm. - Sun Sep 20 00:26:40 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: No problem. - Sun Sep 20 00:26:40 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: Koeki...May I do a mission? - Sun Sep 20 00:30:04 2015
<br><br><font color=teal>*Hogo, Mizumi(LavenderTown) says: . . . - Sun Sep 20 00:34:20 2015
<br><br><font color=yellow>*Renkin(Tyrone From State Farm) Appeared in the square.* - Fri Oct  2 23:37:48 2015
<br><br><font color=teal>*Takuma(Brosis55) says: Yeah, it could be helpful. - Mon Dec  7 04:15:34 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Up to you if you teach me. - Mon Dec  7 04:15:34 2015
<br><br><font color=teal>*Takuma(Brosis55) says: Certainly. - Mon Dec  7 04:15:34 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [Lemme get a Double Quarter pounder with extra cheese and pickles.] - Mon Dec  7 04:29:13 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: jk jk] - Mon Dec  7 04:29:13 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [So I want Hyuuga Clan, I want to buy Strength and Reflex perk] - Mon Dec  7 04:30:04 2015
<br><br><font color=teal>*Takuma(Brosis55) says: yo riven - Mon Dec  7 04:30:04 2015
<br><br><font color=teal>*Takuma(Brosis55) says: omit - Mon Dec  7 04:30:04 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [then for set up I want T2 Marksmanship and T1 Bow Prof.] - Mon Dec  7 04:31:47 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: hold up] - Mon Dec  7 04:31:47 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: for] - Mon Dec  7 04:31:47 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: your] - Mon Dec  7 04:31:47 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: set up jutsu] - Mon Dec  7 04:31:47 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: do you want juuken?] - Mon Dec  7 04:31:47 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [i was going to submit custom for my jutsu] - Mon Dec  7 04:31:47 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: im not going to give you any cores, im going to give you the rpp and you buy them yourself] - Mon Dec  7 04:31:47 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: oh okay] - Mon Dec  7 04:32:38 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [im not askin for cores in setup o-o] - Mon Dec  7 04:32:38 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: no i know but you asked to buy them] - Mon Dec  7 04:32:38 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [just the gene buying. So I should have 16-2k so 14k] - Mon Dec  7 04:32:38 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: im saying you will wait on those to buy ---OH THE GENES] - Mon Dec  7 04:32:38 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: no no the genes are 2k EACH] - Mon Dec  7 04:32:38 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: Zeno said 2k for Chakra/Stamina, 1k for any other gene] - Mon Dec  7 04:33:29 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [lemme screenie real quick] - Mon Dec  7 04:33:29 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: when did he say that?] - Mon Dec  7 04:33:29 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [https://gyazo.com/c1edc09eb40c2bd024a360ce76bed7e7\ - Mon Dec  7 04:33:29 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: it changed recently] - Mon Dec  7 04:33:29 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [couple of minutes ago] - Mon Dec  7 04:33:29 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: this fucker told you the olld price but w/e i'll give it to you for that] - Mon Dec  7 04:35:12 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [<333333333333] - Mon Dec  7 04:35:12 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [This char is 15 ;) ] - Mon Dec  7 04:36:03 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: ...LOL] - Mon Dec  7 04:36:03 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: ...there is no strength gene] - Mon Dec  7 04:36:54 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: he was mixing up body] - Mon Dec  7 04:36:54 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: and strenght] - Mon Dec  7 04:37:45 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: smh] - Mon Dec  7 04:37:45 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [what gene do u think fits a bow user?] - Mon Dec  7 04:37:45 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [Is there an Attack Speed gene?] - Mon Dec  7 04:37:45 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: regular arrows or chakra?] - Mon Dec  7 04:37:45 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [i might do both] - Mon Dec  7 04:38:36 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [cause I got Lightning and fire, which are good for Arrows] - Mon Dec  7 04:38:36 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: Control probably] - Mon Dec  7 04:39:28 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [Hmmm....But do I want to buy it... Lmao] - Mon Dec  7 04:40:19 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [nah, I think i'll just take the Reflex gene] - Mon Dec  7 04:41:10 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [1 is better than noe ^_^] - Mon Dec  7 04:41:10 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: submit the custom jutsu] - Mon Dec  7 04:42:01 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [I still need to think it up >.<] - Mon Dec  7 04:42:01 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: oh okay] - Mon Dec  7 04:42:01 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: do you want your rank to go up from paying for it?] - Mon Dec  7 04:42:01 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [in the mean time, lemme get that 15k so I can start buying cores, also nah. I'm good with D+ from Prod] - Mon Dec  7 04:42:01 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: what perks that are non core do you want though?] - Mon Dec  7 04:42:52 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: befoe i give you the rpp] - Mon Dec  7 04:42:52 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [none that I can think of tbh....] - Mon Dec  7 04:42:52 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [was going to just buy Strength and Reflex perks xD] - Mon Dec  7 04:43:44 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: element training?] - Mon Dec  7 04:43:44 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: Thanks for helping+advice :D ] - Mon Dec  7 04:43:44 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: so yes no to element training?] - Mon Dec  7 04:45:26 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: ]oh I didnt see that] - Mon Dec  7 04:46:17 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [ugh....Idk....] - Mon Dec  7 04:46:17 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [T2= locked right?] - Mon Dec  7 04:46:17 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [or is that T3=locked] - Mon Dec  7 04:46:17 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: um i think you count as nin-bow] - Mon Dec  7 04:46:17 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: let me ask] - Mon Dec  7 04:46:17 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [kk] - Mon Dec  7 04:46:17 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: so] - Mon Dec  7 04:48:51 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: you have an option] - Mon Dec  7 04:48:51 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: either you can be nin-bow or tai-bow] - Mon Dec  7 04:48:51 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: if you go nin bow you can go further into elemental perks without a profession lock] - Mon Dec  7 04:48:51 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: or if you choose tai-bow you can get taijutsu perks without a profession lock] - Mon Dec  7 04:48:51 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: so either you would be a really strong normal bow user] - Mon Dec  7 04:48:51 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: or a really strong elemental bow user] - Mon Dec  7 04:49:42 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [would I be able to get Bow Techs that don't have an element to them?] - Mon Dec  7 04:49:42 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: yeah then you would be a tai-bow person] - Mon Dec  7 04:49:42 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [as Nin-Bow] - Mon Dec  7 04:49:42 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: what do you mean] - Mon Dec  7 04:49:42 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: give me an example] - Mon Dec  7 04:49:42 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [Like lets say its a C-rank Bow tech that's shooting a spiral arrow] - Mon Dec  7 04:49:42 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [Or, an arrow that has a net] - Mon Dec  7 04:50:33 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: that would be a nin-bow user so you would be able to get elemental and nin perks that are higher level probably] - Mon Dec  7 04:50:33 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: but if its weaponist/strength shit it would be taijutsu-bow] - Mon Dec  7 04:50:33 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [Im a little confused xD Can you give me an example of Tai-bow?] - Mon Dec  7 04:51:24 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: tai-bow is like being a real nigga with a strong compound bows that needs super strength to shoot extremely strong and far] - Mon Dec  7 04:52:16 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: and using poison] - Mon Dec  7 04:52:16 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: shit like that] - Mon Dec  7 04:52:16 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: using things like that for your bows] - Mon Dec  7 04:52:16 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: rather than chakra] - Mon Dec  7 04:52:16 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: so far there are two nin-bow users in kiri, and one tai-bow user in kumo] - Mon Dec  7 04:53:07 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [how far can I shoot with a normal bow?] - Mon Dec  7 04:53:07 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: i think it depends on your strength let me check] - Mon Dec  7 04:53:07 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [yeah Zeno said it was Str/2 or str] - Mon Dec  7 04:53:07 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [So I probably should get Con-Gene because it seems like I might be Nin-bow xD] - Mon Dec  7 04:53:58 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: Strength + tai is the strrength of attack, strength/2 is tile speed] - Mon Dec  7 04:54:49 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: for nin it would be nin + con for damage, con/2 for speed] - Mon Dec  7 04:54:49 2015
<br><br><font color=teal>*Rotori(Tyrone From State Farm) whispers: [............] - Mon Dec  7 04:55:40 2015
