<br><font color=teal>*Kush, Anguo(Waterpark) says: No. - Wed Oct  7 00:29:52 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Well, you can't. - Wed Oct  7 01:22:46 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: There's no offer you could make. - Wed Oct  7 01:22:46 2015
<br><br><font color=teal>*ANBU Agent(RuinousAnchor) says: Ten million. - Wed Oct  7 01:22:46 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: No. - Wed Oct  7 01:22:46 2015
<br><br><font color=teal>*ANBU Agent(RuinousAnchor) says: A hundred million. - Wed Oct  7 01:23:37 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: There's too much history tied to those blades and Kirigakure. - Wed Oct  7 01:23:37 2015
<br><br><font color=teal>*ANBU Agent(RuinousAnchor) says: History you say? - Wed Oct  7 01:23:37 2015
<br><br><font color=teal>*ANBU Agent(RuinousAnchor) says: Weapons are weapons. - Wed Oct  7 01:23:37 2015
<br><br><font color=teal>*ANBU Agent(RuinousAnchor) says: They're used to fight. - Wed Oct  7 01:23:37 2015
<br><br><font color=teal>*Tramerus(Simbasax) thinks: I wonder if he could buy me an artifact of Ares.. - Wed Oct  7 01:24:28 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Indeed they are. - Wed Oct  7 01:24:28 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Actually collectors just hang them up on wall. - Wed Oct  7 01:24:28 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: So they can be used to be look at, though their purpose is to fight. - Wed Oct  7 01:24:28 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: But like I said, i'm not giving them away or selling them. - Wed Oct  7 01:24:28 2015
<br><br><font color=teal>*ANBU Agent(RuinousAnchor) says: ...... - Wed Oct  7 01:25:20 2015
<br><br><font color=teal>*ANBU Agent(RuinousAnchor) says: Very well then. - Wed Oct  7 01:25:20 2015
<br><br><font color=teal>*ANBU Agent(RuinousAnchor) says: Come, Sin'ichi, Tram, Anguo. - Wed Oct  7 01:25:20 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Then I must take them. Mwhahaha- Oh...dang... I was hoping to predict his next line. - Wed Oct  7 01:25:20 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Goodbye. - Wed Oct  7 01:25:20 2015
<br><br><font color=teal>*Sin&#39;ichi(Ras Trent) says: Oh, huh? - Wed Oct  7 01:26:11 2015
<br><br><font color=teal>*Koeki(ZuuZuu) thinks: Wish a nigga would try to take them, gurl please. *Black girl voice* - Wed Oct  7 01:26:11 2015
<br><br><font color=teal>*Koeki(ZuuZuu) thinks: -omit- - Wed Oct  7 01:26:11 2015
<br><br><font color=teal>*ANBU Agent(RuinousAnchor) says: Though Sin'ichi. - Wed Oct  7 01:26:11 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Hey Violet, did you ever finish that mission? - Wed Oct  7 01:28:44 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Hm, Guess she's daydreaming. - Wed Oct  7 01:29:36 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Hey, Anguo. - Wed Oct  7 01:30:27 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Catch. - Wed Oct  7 01:30:27 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) squinted toward the group of four, specifically the two in the center. She'd try discerning their frames for any hidden weaponry.* - Wed Oct  7 01:31:18 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) whispers: This masked man's intentions are to take Anguo and 'Tram' with him. - Wed Oct  7 01:31:18 2015
<br><br><font color=teal>*Koeki(ZuuZuu) whispers: I know. - Wed Oct  7 01:32:09 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: No problem kid. - Wed Oct  7 01:32:09 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: So....are you guys just going to sit here and stare at me or what. - Wed Oct  7 01:34:43 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Maybe he has become infactuated with you? - Wed Oct  7 01:35:34 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Hope not. - Wed Oct  7 01:36:25 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: If you two married, and you became Miss Leader. Would you give him the swords hes looking for? - Wed Oct  7 01:37:16 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Calm yourself kid. - Wed Oct  7 01:37:16 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: *never acts exited all words should be stated in the most lifeless tone* - Wed Oct  7 01:38:08 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Just a simple question... the only interesting thing that happened today. - Wed Oct  7 01:38:59 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Maybe, if I get a water bottle and spray them. They'll go away. - Wed Oct  7 01:38:59 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) clenched her teeth, her pair of golden irises setting themselves upon his lavender ones. She took a glance at her surroundings, her perceiving being interrupted by the pain of her ankle being dislocated by one of the male's chains. She'd slam her teeth together, trying to hold in her urges to yelp in pain. "Why... are you doing this..!?" Setsuko would utter.* - Wed Oct  7 02:23:21 2015
<br><br><font color=teal>*Tramerus(Simbasax) says: oh go t damn - Wed Oct  7 02:31:53 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) reeled her head back, her teeth clenching as hard as possible. Was she really about to die for not having actual information on something? The blonde's, strained, golden stare never drifted away from her torturing captor. At most a low yelp of pain emitted from her frame. "I... I don't know!" She'd shriek, the inconceivable pain immersing her body. * - Wed Oct  7 02:32:44 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) shouted loudly, her piercing scream reflecting off of the walls of the odd, alternate dimension. She'd clench her teeth, her golden stare facing the earth. She'd suddenly shout. "I said I don't fucking know! I am an uninformed shinobi!" She'd explode.* - Wed Oct  7 02:43:50 2015
<br><br><font color=teal>*Koeki(ZuuZuu) thinks: These..these'll take way to long to heal with my limited mastery.... - Wed Oct  7 03:12:00 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) emerged from the alternate dimension, breathing heavily. She'd clench her teeth, finally understanding what he'd just done. The blondette burned with fury. "Trash like you... doesn't have a right to put a hamper on my appearance! I will fucking -kill- you!" She'd exclaim, sprinting right forth the male and lifting a single hand while holding her katana with the other.

A massive torrent of mud would spew from her maw, aiming to block his gaze. The pain resonating throughout her body didn't stop the enraged individual from charging on ahead.* - Wed Oct  7 03:24:48 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Looks like I've captured the Rokubi Jinchuuriki. - Wed Oct  7 03:34:11 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: -omit- - Wed Oct  7 03:34:11 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) was underground due to the Hiding Like a Mole technique. The blondette would apply the surface of her shakey palms to her ankle. With a massive application of strength she'd relocate her ankle, the painful process only reinforcing her desire to kill the opponent at hand.* - Wed Oct  7 03:52:06 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I now know why sensei values you so much. - Wed Oct  7 03:56:22 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'm now certain he does not love you for your personality, but for your strength. - Wed Oct  7 03:56:22 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: But that strength has faltered. - Wed Oct  7 03:57:13 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: .... - Wed Oct  7 03:57:13 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Your arrogance and blindness has led you to make poor decisions in life. - Wed Oct  7 03:57:13 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You believe too much in your power and your faith to Kirigakure is akin to patriotic blindness. - Wed Oct  7 03:57:13 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: No wonder Zetsumo was going to take over your village. And no wonder your village is now to fall to me. - Wed Oct  7 03:58:04 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: If I were to kill you though, I would defeat the purpose of maiming your soul and your heart.  - Wed Oct  7 03:58:04 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I will kill the people most valuable to you. - Wed Oct  7 03:58:04 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Starting with your villagers and citizens. - Wed Oct  7 03:58:04 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: You talk alot of shit for a guy about to get his ass kicked don't you. - Wed Oct  7 03:58:04 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I would choose your words more carefully. - Wed Oct  7 03:58:56 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Don't think this is over, not by a mile.. - Wed Oct  7 03:58:56 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) apparently got her fucking knee ruined because this nigger game didn't post the sinking underground roleplay. Bullshit.* - Wed Oct  7 04:01:29 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: If you say so. - Wed Oct  7 04:02:20 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You've killed one of my subordinates. - Wed Oct  7 04:02:20 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: So I suppose I should kill one of yours, no? - Wed Oct  7 04:02:20 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: ---No, I'll spare you the trivialties. - Wed Oct  7 04:02:20 2015
<br><br><font color=teal>*Koeki(ZuuZuu) thinks: Tch.... - Wed Oct  7 04:04:03 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: If I killed your stupid -sows- of shinobi. - Wed Oct  7 04:04:03 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'd only be disgracing my hands. - Wed Oct  7 04:04:03 2015
<br><br><font color=teal>*Koeki(ZuuZuu) thinks: Guess no ones coming to the rescue this time afterall  - Wed Oct  7 04:04:03 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'll kill Muhhamed and Kenshin.  - Wed Oct  7 04:04:03 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: And I will deliver their bodies to you. - Wed Oct  7 04:04:03 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Don't shit talk my shinobi... - Wed Oct  7 04:04:03 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Your shinobi are trash. - Wed Oct  7 04:04:54 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Garbage. - Wed Oct  7 04:04:54 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I find beter specimens in a dumpster. - Wed Oct  7 04:04:54 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: My pet Summoning Rats outcompete them. - Wed Oct  7 04:04:54 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: Are you going to sit here and flab your gums or are you going to kill me. - Wed Oct  7 04:05:45 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'll do something worse. - Wed Oct  7 04:05:45 2015
<br><br><font color=teal>*Koeki(ZuuZuu) thinks: Can I really help myself here..? - Wed Oct  7 04:05:45 2015
<br><br><font color=teal>*Koeki(ZuuZuu) thinks: I can hardly move...what else is left.. - Wed Oct  7 04:06:36 2015
<br><br><font color=teal>*Koeki(ZuuZuu) thinks: Think Koekie! - Wed Oct  7 04:06:36 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) suddenly immersed her katana within a thick aura of Doton-based chakra. Without a single wasted movement she'd whip her Doton-immersed Katana toward the male's figure, aiming for the katana to thrust into his chest or head, whichever would kill him. She was certainly on the brink of losing uncnosciousness at this point.* - Wed Oct  7 04:07:28 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: What could possibly be worse. - Wed Oct  7 04:07:28 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: So. - Wed Oct  7 04:10:52 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Sleeping beauty finally decides to make her appearance. - Wed Oct  7 04:10:52 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Tell me something. - Wed Oct  7 04:10:52 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: A little angel told me that you had two swords on you. - Wed Oct  7 04:10:52 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Do they happen to be the Kiba? - Wed Oct  7 04:10:52 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'd be honest here. - Wed Oct  7 04:11:44 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: This is a very precarious..... - Wed Oct  7 04:11:44 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: Shut up. - Wed Oct  7 04:11:44 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Situation. - Wed Oct  7 04:11:44 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: ... what? who are you and what are you talking about? - Wed Oct  7 04:11:44 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Simple. - Wed Oct  7 04:11:44 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'm not going to get into those trivialties. - Wed Oct  7 04:11:44 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: If you possess the Kiba. - Wed Oct  7 04:11:44 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Trade them for Koeki's life. - Wed Oct  7 04:11:44 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: If you do not. - Wed Oct  7 04:12:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Then I will kill Koeki, then you all. - Wed Oct  7 04:12:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I have wasted enough time. - Wed Oct  7 04:12:35 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) thinks: If she doesn't have the blades, I'm going to be so pissed..... - Wed Oct  7 04:13:26 2015
<br><br><font color=teal>*Koeki(ZuuZuu) says: ... - Wed Oct  7 04:13:26 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I implore you to answer before I lose my patience. - Wed Oct  7 04:14:17 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: If you want anything belonging to kirigakure then you asked the wrong girl...  - Wed Oct  7 04:14:17 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Very well. - Wed Oct  7 04:15:08 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Then Koeki's life is forfeit. - Wed Oct  7 04:15:08 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: ... Why do you want it so bad? - Wed Oct  7 04:15:08 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) nigger ass game not posting her hiding like a mole rp ruined this.* - Wed Oct  7 04:15:08 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: If you ask me that... - Wed Oct  7 04:16:00 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You must have an idea where they're at. - Wed Oct  7 04:16:00 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: And I have no obligation to answer you. - Wed Oct  7 04:16:00 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Make your choice. - Wed Oct  7 04:16:00 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: You have ten seconds. - Wed Oct  7 04:16:00 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: Blades or Koeki? - Wed Oct  7 04:16:00 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: What blades... I heard about them and thats it... why would I know where they are im just a genin - Wed Oct  7 04:16:51 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: It seems I won't find a birthday present for her here.  - Wed Oct  7 04:18:33 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: I'll find one at Sunagakure, probably. - Wed Oct  7 04:18:33 2015
<br><br><font color=teal>*Taiga, Edge(RuinousAnchor) says: At least I got a body. - Wed Oct  7 04:18:33 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) throwed a pair of Doton-reinforced scissors at the back of his head the second he'd turn away.* - Wed Oct  7 04:18:33 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) thinks: Well there is only one way out of this... i hope -That- doesnt happen again... - Wed Oct  7 04:19:24 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) flung a fucking kunai at his head.* - Wed Oct  7 04:20:16 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) thinks: Lady Koeki... what do I do? should I fight? - Wed Oct  7 04:20:16 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) pried her golden stare open, looking up at Violet with her blurred gaze. She could only recognize the orange hair, and judging by her position she was being carried. Her left arm would extend up toward Violet, attempting to press her hand to the female's cheek, her hand gliding away from the orange haired female's face as her arm dangled from her side. Her leg was bleeding terribly, and her epidermis was pale. Gauze and necessary medical tools were within her backpouch.* - Wed Oct  7 04:51:50 2015
<br><br><font color=yellow>*Nakahara, Setsuko(TheOfficialMidknights) // She'd die of blood loss unless aided.* - Wed Oct  7 04:51:50 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: that moment then you always end up with 2 chars in the same village - Wed Oct  7 04:53:32 2015
<br><br><font color=teal>*Alastor(LordxPatrick) says: A very strong group of shinobi. - Wed Oct  7 05:00:22 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: And what do you expect him to do about it? - Wed Oct  7 05:00:22 2015
<br><br><font color=teal>*Alastor(LordxPatrick) says: They want what's inside the boy: Shukaku. - Wed Oct  7 05:00:22 2015
<br><br><font color=teal>*De la Cruze, Violet(Jarrodhun20) says: W-Who are you... where is Hassan... - Wed Oct  7 05:11:28 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Hm? - Wed Oct  7 05:21:42 2015
<br><br><font color=teal>*Suitengu(XenoKuthric) says: Baen says.. and I quote.. "Tell him I killed Flexus, bwah-hah-hah". - Wed Oct  7 05:21:42 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Yet he's scared to come face me. - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Don't talk like that to my dad. - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: A grown shinobi. - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: You have no idea what happened. - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Izanami, it is true. I am sorry. - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Suitengu(XenoKuthric) says: I hear he is fighting Tetsujin. - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: You weren't even there - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: He told me himself. - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Suitengu(XenoKuthric) says: Mm.. - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: And now he's acting as though he doesn't even remember. - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: We couldn't do anything!  - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: That's the truth! - Wed Oct  7 05:22:33 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: If he doesn't remember, he doesn't remember. - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I don't accept that. - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Reguel(Psychic_Warrior) says: ....... - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Reguel(Psychic_Warrior) says: What are you all talking about? - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I'm not going to sit here and let you call my dad stupid, or a coward! - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Because he isn't! - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Suitengu(XenoKuthric) says: .... - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Reguel(Psychic_Warrior) says: I'll take a meat pie. - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: Yup..Fuji is a coward.. - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Suitengu(XenoKuthric) says: Meat Pie?... - Wed Oct  7 05:23:24 2015
<br><br><font color=teal>*Suitengu(XenoKuthric) says: How much will twenty million buy? - omit - Wed Oct  7 05:24:16 2015
<br><br><font color=teal>*Suitengu(XenoKuthric) says: ... - Wed Oct  7 05:24:16 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Izanami, I don't mean to offend you. - Wed Oct  7 05:24:16 2015
<br><br><font color=teal>*Suitengu(XenoKuthric) says: What is a Meat Pie? - Wed Oct  7 05:24:16 2015
