<br><font color=yellow>*Heiwa(PythonJedi) didn't take his eyes away from the woman, his stare unwavering. "I asked if you knew my dad - Ushinawa," the young child responds back with.* - Sun Oct  4 01:59:02 2015
<br><br><font color=teal>*Bernadotte(Iron Zorro) says: I have a treat for you. - Sun Oct  4 04:09:36 2015
<br><br><font color=teal>*Bernadotte(Iron Zorro) says: Come. - Sun Oct  4 04:09:36 2015
<br><br><font color=yellow>*Heiwa(PythonJedi) turned shortly after Storm had been knocked out, expecting that that was the end of the fight. Which was a good thing as it spared his fragile, young, six year old, orphan mind from seeing a sweaty Yamanashi nutsack. <Guess I'll look for Hideki to help me with some of this,> 

Without a further thought he leaves the scene.* - Sun Oct  4 04:09:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: You my next victim, chile. - Sun Oct  4 04:09:36 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: My job is complete. I have established dominance.. - Sun Oct  4 04:13:52 2015
<br><br><font color=yellow>*Heiwa(PythonJedi) noticed the return of the woman, sparking interest from the child. Even moreso due to the wounds she'd have been inflicted. "What happened?" the young boy asks, stepping over towards the woman looking over the damage. "Does it hurt?"* - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: ... - Sun Oct  4 04:20:41 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: It hurts my pride. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: I should be dead. - Sun Oct  4 04:21:32 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: Koji,Mamoru,Sabo,Suitengu,Rymei and Kirie - Sun Oct  4 04:23:15 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: ..Where'd you go? - Sun Oct  4 04:24:06 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: Two of them belong to Zetsumo... - Sun Oct  4 04:24:06 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: I don't know... - Sun Oct  4 04:24:06 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: I was taken underground to fight..that is all. - Sun Oct  4 04:24:57 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: To fight? Why? - Sun Oct  4 04:24:57 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: You sure ask a lot of questions... - Sun Oct  4 04:25:48 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Mm..Do you want me to leave? - Sun Oct  4 04:27:31 2015
<br><br><font color=teal>*Storm(Sisbro55) says: You're ugly. - Sun Oct  4 04:30:04 2015
<br><br><font color=teal>*Storm(Sisbro55) says: ---- - Sun Oct  4 04:33:29 2015
<br><br><font color=yellow>*Heiwa(PythonJedi) lightly nodded, taking a seat on the ground with his knees pressed against his face. He carried a generally blank stare. 

"I'm Heiwa." * - Sun Oct  4 04:37:45 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: Where is your mother, - Sun Oct  4 04:38:36 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: ..Dead. - Sun Oct  4 04:38:36 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: ... - Sun Oct  4 04:40:19 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: I see. - Sun Oct  4 04:40:19 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: How did Mariana past away. - Sun Oct  4 04:40:19 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: I don't..know. I think they said because of her wounds. - Sun Oct  4 04:42:01 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: I see. - Sun Oct  4 04:42:01 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: Mariana,Ushinawa,Misa,Gintoki. - Sun Oct  4 04:42:01 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: This boy has to survive. - Sun Oct  4 04:42:52 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Did you know her too? - Sun Oct  4 04:42:52 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: No not very well...Who told you how she died? - Sun Oct  4 04:43:44 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: I can lie to him for now...What they told him does not add up. - Sun Oct  4 04:45:26 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Mister Raikage. - Sun Oct  4 04:49:42 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: How does a medical shinobi die from wounds. - Sun Oct  4 04:52:16 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: There goes the other two...That shortens the list down to two less. - Sun Oct  4 04:54:49 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: I think she would have liked you. Mom liked a lot of people. - Sun Oct  4 04:56:32 2015
<br><br><font color=teal>*Storm(Sisbro55) says: NAH NAH - Sun Oct  4 04:59:05 2015
<br><br><font color=teal>*Storm(Sisbro55) says: SEPERATE - Sun Oct  4 04:59:05 2015
<br><br><font color=teal>*Storm(Sisbro55) says: NAH - Sun Oct  4 04:59:05 2015
<br><br><font color=teal>*Storm(Sisbro55) says: THIS IS RAPE - Sun Oct  4 04:59:05 2015
<br><br><font color=teal>*Storm(Sisbro55) says: SEPERATE - Sun Oct  4 04:59:05 2015
<br><br><font color=yellow>*Heiwa(PythonJedi) kept his eyes on his aunt as she neared, a cold stare wondering what it was that she was going to do. It was only when she hugged him that his eyes would see to soften with the child learning his head against her shoulder. * - Sun Oct  4 05:05:04 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) whispers: We have much to talk about Heiwa... - Sun Oct  4 05:05:55 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: What do you mean? - Sun Oct  4 05:07:37 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: BAPO - Sun Oct  4 05:08:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I've become a man today. - Sun Oct  4 05:08:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: omit - Sun Oct  4 05:08:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ----- - Sun Oct  4 05:09:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Tell you what? - Sun Oct  4 05:09:20 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Nothing. - Sun Oct  4 05:09:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Hey, Niza-sama. - Sun Oct  4 05:10:11 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Who is this? - Sun Oct  4 05:10:11 2015
<br><br><font color=teal>*Hideki(Assassin241) says: This is Niza, Lyala. He's the Raikage. - Sun Oct  4 05:10:11 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Newfound vigor? - Sun Oct  4 05:10:11 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: What? - Sun Oct  4 05:10:11 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Oh! - Sun Oct  4 05:10:11 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Raikage?! - Sun Oct  4 05:10:11 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Oh, wow. - Sun Oct  4 05:10:11 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: A pleasure to meet you, sir. - Sun Oct  4 05:11:02 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: No. - Sun Oct  4 05:11:02 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: I beat him up. - Sun Oct  4 05:11:02 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Two times. - Sun Oct  4 05:11:02 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: In a spar. - Sun Oct  4 05:11:02 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Mhm. - Sun Oct  4 05:11:02 2015
<br><br><font color=teal>*Hideki(Assassin241) says: --- - Sun Oct  4 05:11:02 2015
<br><br><font color=teal>*Heiwa(PythonJedi) whispers: ..Okay. - Sun Oct  4 05:11:02 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ------------------ - Sun Oct  4 05:11:02 2015
<br><br><font color=teal>*Hideki(Assassin241) says: -------------------------------------------------------- - Sun Oct  4 05:11:53 2015
<br><br><font color=teal>*Hideki(Assassin241) says: *Coughs* - Sun Oct  4 05:11:53 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Listen, in my defense. - Sun Oct  4 05:11:53 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I wa- - Sun Oct  4 05:11:53 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Nah listen. - Sun Oct  4 05:11:53 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: If he was holding back, I will cry.  - Sun Oct  4 05:11:53 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: Because he would be underground, dead. - Sun Oct  4 05:11:53 2015
<br><br><font color=teal>*Hideki(Assassin241) says: She is really good. At acting. - Sun Oct  4 05:11:53 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: Ah, good. - Sun Oct  4 05:12:44 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Pt. - Sun Oct  4 05:12:44 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: It was not the acting. - Sun Oct  4 05:12:44 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Sir. - Sun Oct  4 05:12:44 2015
<br><br><font color=teal>*Hideki(Assassin241) says: -- - Sun Oct  4 05:12:44 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: It was these. - Sun Oct  4 05:12:44 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Mhm. - Sun Oct  4 05:12:44 2015
<br><br><font color=teal>*Hideki(Assassin241) says: -- - Sun Oct  4 05:12:44 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ---------- - Sun Oct  4 05:13:36 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Did I do something wrong? - Sun Oct  4 05:13:36 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Who did this to you? - Sun Oct  4 05:13:36 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Alright. - Sun Oct  4 05:13:36 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: What? - Sun Oct  4 05:14:27 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Your face.. - Sun Oct  4 05:14:27 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Who. - Sun Oct  4 05:14:27 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Did. - Sun Oct  4 05:14:27 2015
<br><br><font color=teal>*Hideki(Assassin241) says: It. - Sun Oct  4 05:14:27 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) whispers: Who is Seisuko... - Sun Oct  4 05:15:18 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ------------------------------------- - Sun Oct  4 05:15:18 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I see.... - Sun Oct  4 05:15:18 2015
<br><br><font color=teal>*Hideki(Assassin241) whispers: Was his name, Seisuke? - Sun Oct  4 05:15:18 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: I'm not talking about my Injuries Hideki..It is irrelevant. - Sun Oct  4 05:15:18 2015
<br><br><font color=teal>*Reguel(Airide) says: Raikage, that's going on? - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Hideki(Assassin241) says: --- - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Hold on.. - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: This village is very interesting. - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: Seisuke. - Sun Oct  4 05:16:09 2015
<br><br><font color=teal>*Reguel(Airide) says: How dull. - Sun Oct  4 05:17:52 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: So he ended up getting those snakes from nananbi... - Sun Oct  4 05:18:43 2015
<br><br><font color=teal>*Reguel(Airide) says: Raikage, I still want Taijutsu training, as for now, I'm going back to study Medical ninjutsu, I'll send you money and a list of things I'll need for experiments. - Sun Oct  4 05:19:34 2015
<br><br><font color=teal>*Reguel(Airide) says: I can stop them myself. - Sun Oct  4 05:20:25 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: Are you a shinobi, Heiwa? - Sun Oct  4 05:20:25 2015
<br><br><font color=teal>*Reguel(Airide) says: Some exam. - Sun Oct  4 05:21:16 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Mhm..kind of. - Sun Oct  4 05:22:08 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Dad taught me how to use chakra. - Sun Oct  4 05:22:59 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: I see. - Sun Oct  4 05:23:50 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) thinks: That chirping of lightning.... - Sun Oct  4 05:23:50 2015
<br><br><font color=yellow>*Heiwa(PythonJedi) tilted his head somewhat, having difficulty making sense of the random fighting going on. "Should we..try to stop them?" he asks, unsure of what was happening.* - Sun Oct  4 05:26:24 2015
<br><br><font color=yellow>*Heiwa(PythonJedi) was lucky he was so far back - saving him from the projectile vomit even if he was still stunned by the Raikage. * - Sun Oct  4 05:34:56 2015
<br><br><font color=teal>*Aiyana(PrisonerOfWar) says: Hideki... - Sun Oct  4 05:37:29 2015
<br><br><font color=teal>*Reguel(Airide) says: Hideki. - Sun Oct  4 05:38:20 2015
<br><br><font color=teal>*Reguel(Airide) says: Hideki. - Sun Oct  4 05:38:20 2015
<br><br><font color=teal>*Reguel(Airide) says: Hideki. - Sun Oct  4 05:38:20 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Stop it. - Sun Oct  4 05:38:20 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Why must we act in such a maner? - Sun Oct  4 05:38:20 2015
<br><br><font color=teal>*Reguel(Airide) says: He just hates me for no reason, such an emotional person. - Sun Oct  4 05:40:03 2015
<br><br><font color=teal>*Reguel(Airide) says: Is it because something I said? - Sun Oct  4 05:40:54 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Hideki, just calm down.. - Sun Oct  4 05:42:36 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Hm... - Sun Oct  4 05:48:35 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: This once. - Sun Oct  4 05:53:42 2015
<br><br><font color=teal>*Hideki(Assassin241) says: -- - Sun Oct  4 05:54:33 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Who the fuck is this. - Sun Oct  4 05:54:33 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Tend to my wounds? - Sun Oct  4 05:55:24 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I have no more wounds. - Sun Oct  4 05:55:24 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: . . . - Sun Oct  4 05:55:24 2015
<br><br><font color=teal>*Hideki(DhatBoiNick) says: Niza.. I've been lusting after yo for so long.. - Sun Oct  4 05:56:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: --- - Sun Oct  4 05:56:16 2015
<br><br><font color=teal>*Hideki(Assassin241) says: -- - Sun Oct  4 05:56:16 2015
<br><br><font color=teal>*Hideki(Assassin241) says: YO - Sun Oct  4 05:56:16 2015
<br><br><font color=teal>*Hideki(Assassin241) says: THERES - Sun Oct  4 05:57:07 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Niza. - Sun Oct  4 05:58:49 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Can you please. - Sun Oct  4 05:58:49 2015
<br><br><font color=teal>*Hideki(Assassin241) says: PLEASE. - Sun Oct  4 05:58:49 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Put me and Reguel in an arena. - Sun Oct  4 05:58:49 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Why do you dislike him so much? - Sun Oct  4 05:58:49 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: He's done nothing to you. - Sun Oct  4 05:58:49 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Before I slap you slap my dick against your jaw region with so much strength you develop a fucking over-bite! - Sun Oct  4 05:58:49 2015
<br><br><font color=teal>*Hideki(Assassin241) says: He needs to show some damn respect. - Sun Oct  4 05:58:49 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Respect is not given, but earned. - Sun Oct  4 05:59:40 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Just stay calm.... Hideki. - Sun Oct  4 05:59:40 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Fuck you Kuro. - Sun Oct  4 05:59:40 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Act like a respectable individual and then respect will come. You're too emotional right now, and treading down a dark path. - Sun Oct  4 05:59:40 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You don't know anything. - Sun Oct  4 06:00:32 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Meditate and find inner peace. - Sun Oct  4 06:00:32 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Fuck - Sun Oct  4 06:00:32 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You. - Sun Oct  4 06:00:32 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Kuro. - Sun Oct  4 06:00:32 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: You've changed a lot since the death of Hanabi.  - Sun Oct  4 06:01:23 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Thats not what changed me. - Sun Oct  4 06:01:23 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: You're digging a hole for yourself. - Sun Oct  4 06:02:14 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Fight me. - Sun Oct  4 06:02:14 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Right now. - Sun Oct  4 06:02:14 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: I will not. - Sun Oct  4 06:02:14 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Cause your a puss. - Sun Oct  4 06:02:14 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: No, because there's no reason to fight. - Sun Oct  4 06:02:14 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: You're acting like a child right now, longing for attention. - Sun Oct  4 06:03:05 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Think not of yourself, but of those that remain. You still have family on this world. - Sun Oct  4 06:03:05 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Think of Heiwa. - Sun Oct  4 06:03:05 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: Sigh, I can't really calm down Hideki so I'll just stand back then. - Sun Oct  4 06:03:56 2015
<br><br><font color=teal>*Reguel(Airide) says: You had a chance to strike me. - Sun Oct  4 06:05:39 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Today.. Has been an interesting day. - Sun Oct  4 06:09:55 2015
<br><br><font color=yellow>*Heiwa(PythonJedi) follows behind after Hideki.* - Sun Oct  4 06:09:55 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: Well, I should let Hideki relax and I am on my way.  - Sun Oct  4 06:10:46 2015
<br><br><font color=teal>*Hideki(Assassin241) says: . . . . - Sun Oct  4 06:12:28 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: She acts so innocent.. - Sun Oct  4 06:12:28 2015
<br><br><font color=teal>*Hideki(Assassin241) whispers: I'll be at the ramen shop..Sorry.. - Sun Oct  4 06:13:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Heiwa.. - Sun Oct  4 06:21:00 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Don't ever date girls. - Sun Oct  4 06:21:00 2015
<br><br><font color=teal>*Hideki(Assassin241) says: They're trouble. - Sun Oct  4 06:21:00 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Although if you find the right one. - Sun Oct  4 06:21:00 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: ..Do I date guys then? - Sun Oct  4 06:21:00 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Then you'll be fine. - Sun Oct  4 06:21:00 2015
<br><br><font color=teal>*Hideki(Assassin241) says: --- - Sun Oct  4 06:21:00 2015
<br><br><font color=teal>*Hideki(Assassin241) says: No. - Sun Oct  4 06:21:00 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Okay.. - Sun Oct  4 06:21:52 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Are you and Miss Misa dating then? - Sun Oct  4 06:22:43 2015
<br><br><font color=teal>*Hideki(Assassin241) says: --- - Sun Oct  4 06:22:43 2015
<br><br><font color=teal>*Hideki(Assassin241) says: No. - Sun Oct  4 06:22:43 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Oh. Okay. Hey, can you show me that fireball jutsu you were talking about? - Sun Oct  4 06:23:34 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Sure. - Sun Oct  4 06:23:34 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I'll show yo. - Sun Oct  4 06:23:34 2015
<br><br><font color=teal>*Hideki(Assassin241) says: you* - Sun Oct  4 06:23:34 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Let's go. - Sun Oct  4 06:24:25 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Alright. - Sun Oct  4 06:25:16 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Pay close attention, Heiwa. - Sun Oct  4 06:25:16 2015
<br><br><font color=yellow>*Heiwa(PythonJedi) took careful note of the hand signs being used, followed by the general movements of his body acting together. From that he could see the breath being taken in, the small moment of time holding it, and then the release. Just from watching carefully and paying attention he was able to get the basic idea of what he had done. And it was most certaintly a powerful looking jutsu when it was unleashed.

Giving a nod towards Hideki, Heiwa stands up and brings his hands together interlocked infront of his chest. Carefully he'd mimick through the series of hand seals he was shown, very clear images of what Hideki had done flashing in his mind as he moulded his chakra. The child would then take in a deep breath, and exhale it out carrying his chakra along with it.

Without a proper amount of time in mixing the end result was simple - a failure of the techniques true power. A very small spurt of fire exits from him despite the drain being very real against his chakra reserves forcing him to take a set and a breath back from it all. But even as he failed, he quickly began to understand what he had done wrong.

Without giving much time to Hideki to help him fix it, the child steps forward again bringing his hands through the formation of animals. With each one his chakra was moulded into a different pattern as it circulated through his body and around himself. It'd be the nature of the Katon element which his body was the most attuned to naturally due to his heritage - and that would be the element he focused in through these seals.

When he finished with those he took in a deep breath, holding it and mixing the oxygen with the chakra precisely before letting it rip. This time a small ball of fire would appear infront of him, nowhere near as powerful as Hideki's, yet definitely an acceptable amount. He'd keep this stream up for a few seconds before letting it fall, near falling himself from chakra usage.* - Sun Oct  4 06:38:56 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Nicely done. Don't overdue yourself, Heiwa. - Sun Oct  4 06:39:47 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: *pant* Right. - Sun Oct  4 06:40:38 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Hi. - Sun Oct  4 06:42:20 2015
