<br><font color=teal>*Index(Jjking217) says: -omit- - Thu Nov  5 01:58:11 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) thinks: looks at Ume. "Yes, those will be there too.." - Thu Nov  5 02:39:08 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Oooooooh. - Thu Nov  5 02:40:00 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: We should go skinny dipping. - Thu Nov  5 02:40:00 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: ..... - Thu Nov  5 02:40:51 2015
<br><br><font color=teal>*Index(Jjking217) says: Yes. - Thu Nov  5 02:40:51 2015
<br><br><font color=teal>*Index(Jjking217) says: Yes you should. - Thu Nov  5 02:40:51 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Yes, you and I should. - Thu Nov  5 02:40:51 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Okay. - Thu Nov  5 02:41:42 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: *with her dress still open. - Thu Nov  5 02:42:33 2015
<br><br><font color=teal>*Index(Jjking217) says: Ume-chan, Mind if I come as well~? - Thu Nov  5 02:42:33 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Can he come Ortho? - Thu Nov  5 02:42:33 2015
<br><br><font color=teal>*Index(Jjking217) thinks: Say no...Give me the opportunity to mess with you. - Thu Nov  5 02:44:16 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: ..... - Thu Nov  5 02:45:07 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: If he has morals, no. If he doesn't, yes. - Thu Nov  5 02:45:07 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Do you have morals, Index? - Thu Nov  5 02:45:58 2015
<br><br><font color=teal>*Index(Jjking217) says: No, not at all. - Thu Nov  5 02:45:58 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Yayyyyyyy, let's go. - Thu Nov  5 02:45:58 2015
<br><br><font color=yellow>*Index(Jjking217) followed behind the duo.* - Thu Nov  5 02:47:40 2015
<br><br><font color=yellow>*Index(Jjking217) is to lazy to actually find a lake, so he leads them to one. Which happens to OOCLy be here.* - Thu Nov  5 02:49:23 2015
<br><br><font color=teal>*Index(Jjking217) says: Ooorrr naww_ - Thu Nov  5 02:49:23 2015
<br><br><font color=teal>*Index(Jjking217) says: -omit- - Thu Nov  5 02:49:23 2015
<br><br><font color=yellow>*Index(Jjking217) figured he'd just about exceeded his quota when it came to harrassing Ortho today, so he yawned lightly. Followed by a light chuckle, as he took a few steps back as he spoke "I'll join you guys next time, Not feeling like I'm in the swimming mood." He stated, taking a few steps back to the tree. Before taking a seat.* - Thu Nov  5 02:58:46 2015
<br><br><font color=yellow>*Index(Jjking217) laughed as he spoke "I don't, But If you want me to. I can." He stated, thinking about techniqualities.* - Thu Nov  5 03:01:20 2015
<br><br><font color=teal>*Index(Jjking217) says: Can get in that's. - Thu Nov  5 03:02:11 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: It's your choice. - Thu Nov  5 03:02:11 2015
<br><br><font color=teal>*Ume(TenaciousRiven) thinks: He looks different... - Thu Nov  5 03:05:36 2015
<br><br><font color=yellow>*Index(Jjking217) smiled briefly "It was -too- easy to lure him into the water." He thought to himself as his he reached for a Kunai, and began channeling chakra into it. He approached the edge, before chakra gathered. Causing a potent electiricty to gather around the blade before he dropped it into the water once they were both in.* - Thu Nov  5 03:13:16 2015
<br><br><font color=yellow>*Index(Jjking217) took notice of Ume's body, but he didn't steal any glances as she removed her panties and bra, it wasn't his place. So he turned and spoke "Have fun you two." And with that he began walking North, with his hands behind his head.* - Thu Nov  5 03:14:59 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Thu Nov  5 03:17:32 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: What the fuck. - Thu Nov  5 03:17:32 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Are you all doing. - Thu Nov  5 03:17:32 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: In the Hokages. - Thu Nov  5 03:17:32 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Provate room. - Thu Nov  5 03:17:32 2015
<br><br><font color=teal>*Ume(TenaciousRiven) thinks: They say I'm a female. - Thu Nov  5 03:43:08 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Oh.. - Thu Nov  5 03:47:24 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Well, you have half of what most female got. - Thu Nov  5 03:47:24 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Half? - Thu Nov  5 03:47:24 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Mhm. The vagina thing? - Thu Nov  5 03:48:16 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Oh. - Thu Nov  5 03:48:16 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: It's okay, I don't think I can get to the special water plants though. - Thu Nov  5 03:58:30 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Oh yeah.. - Thu Nov  5 04:03:37 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: This lake really is deep. - Thu Nov  5 04:03:37 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Mhm.... and I can't swim. - Thu Nov  5 04:05:20 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Is it bad that I'm only half of what I'm suppose to be? - Thu Nov  5 04:05:20 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Uhh, I wouldn't say it's.. bad.. - Thu Nov  5 04:06:11 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: But certain things you wouldn't be able to do.. - Thu Nov  5 04:06:11 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Like what? - Thu Nov  5 04:07:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: That pre-fertilization thing. - Thu Nov  5 04:07:02 2015
<br><br><font color=teal>*Ume(TenaciousRiven) thinks: They fertilize differently? - Thu Nov  5 04:07:02 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Okay...but... he's why I was even allowed into Suna. - Thu Nov  5 04:30:04 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I'm.. not stopping you from having contact with him, but just don't make him have physical contact with you. - Thu Nov  5 04:31:47 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: You are worried he will find out what I am... - Thu Nov  5 04:31:47 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You don't know if he's placing a seal on you. - Thu Nov  5 04:31:47 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: What will he do? - Thu Nov  5 04:31:47 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: S-seal? - Thu Nov  5 04:31:47 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Yes, a Fuuinjutsu seal. - Thu Nov  5 04:32:38 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: I don't know what that is...but it sounds bad. - Thu Nov  5 04:32:38 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: It's basically a art practiced by some shinobi. It can be used for traps and many other things. Including preventing you from things. - Thu Nov  5 04:34:20 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: So yes, it is bad. - Thu Nov  5 04:34:20 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: ...preventing me? - Thu Nov  5 04:35:12 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Mh- - Thu Nov  5 04:36:03 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Mhm. He can stop you from saying certain things, doing certain things. - Thu Nov  5 04:37:45 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: .....thats....bad. - Thu Nov  5 04:37:45 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: What...what if he already did it? - Thu Nov  5 04:37:45 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Well, where all did he touch you? - Thu Nov  5 04:39:28 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Just my cheek. - Thu Nov  5 04:39:28 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Just my cheek. - Thu Nov  5 04:39:28 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Oh. - Thu Nov  5 04:42:52 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Okay. - Thu Nov  5 04:42:52 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Did.. anyone else touch you? - Thu Nov  5 04:43:44 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: A girl hugged me. - Thu Nov  5 04:44:35 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Chikyu. - Thu Nov  5 04:44:35 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Hugged you? How? - Thu Nov  5 04:44:35 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Was it a normal hug? - Thu Nov  5 04:45:26 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: She got excited about something and hugged me and Sanoke in a group hug. - Thu Nov  5 04:45:26 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Ohh, okay.. - Thu Nov  5 04:47:08 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Did you meet anyone else while there? - Thu Nov  5 04:47:08 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Yes I made a friend with a girl named Ketsuki from Konoha. - Thu Nov  5 04:48:00 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: There were two people I met in Konoha also, Yonbu and Zaire. - Thu Nov  5 04:48:00 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Marrisa...the leader of Suna.. - Thu Nov  5 04:48:00 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: There were other people I didn--oh a boy, I don't remember if he gave his name. - Thu Nov  5 04:48:00 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Met him in Konohagakure? - Thu Nov  5 04:48:51 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: No he was in Suna. - Thu Nov  5 04:49:42 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Lots of people in Suna. Only met Yonbu, Ziare, and Marrisa in Konoha. - Thu Nov  5 04:49:42 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Ketsuki was visiting suna and offered me a home. - Thu Nov  5 04:49:42 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Oh and the Yan guy...him too of course. - Thu Nov  5 04:49:42 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: She said if I need a home in Konoha to find Takeda. - Thu Nov  5 04:50:33 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Yes, Takeda is a close ally of mine. - Thu Nov  5 04:50:33 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: Okay. - Thu Nov  5 05:06:46 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Ready? - Thu Nov  5 05:07:37 2015
<br><br><font color=teal>*** Peasant Girl **(TenaciousRiven) says: Mhm. - Thu Nov  5 05:11:53 2015
<br><br><font color=yellow>*Index(Jjking217) had decided to take this time to relax and train, he figured he'd have a lot of time for that since Katsune was on vacation, he'd have to better his skills for both their sakes. He had to get stronger and advance, he needed to be able to protect Katsune no matter what happened so as he relaxed on the ground, he inhaled followed by a soft exhale. As he reached into his back pocket and pulled out a small scroll.

As he sat there he sighed knowing he had a considerable amount of work to do, so he began reading the scroll, and he was great at multi-tasking so as he read the scroll he began to mentally go over his technique his intention was very much that to become adept in the uses of all of his techniques,  as well as learn another one or so.

He smiled warmly as he relaxed on the ground, and smiled. He was making a lot of process and  he was liking it. He was hoping to be further along but where he currently was was fine as well. He had a bit more to go but he didn't seem to fret the small stuff, and simply continued working on, not desiring to fall behind, at the very least he'd  be prepared for whatever came his way. He didn't want to become like Kilm.

He felt like he had a firm grasp on what that technique was so he transitioned to another one which he had in his scroll which was the technique known as Vaccume Sphere, it was a fairly high ranking technique but he felt like he had the ability and potential to do this. So he had to continue to try so he gave it his all. He didn't want to fail.

So he focused on the technique at hand, he had a lot of ability when it came to the wind element and this technique seemed to be on the more powerful side. So he smiled, that excited him almost as learning the technique himself, though he missed Katsune a lot, but he'd keep progressing and keep working towards his ideal goal,he had to afterall.

He loved his own potential, but what he loved even more was the potential of others, he enjoyed human interaction greatly. But he prefered interaction with the Human female, it was a lot more interesting...Exciting, he wanted to continue to strive off of that excitement, from this point on that was his life...His enjoyment came from excitement doing something he knew would kill him it made him happy.

He'd live life and enjoy everything it had to offer, he wanted to be free of his bindings, to live and to die as he chose. With or without the person he chose to live beside. He wasn't sure who he could trust, well the only person he was sure he could trust was himself, and  Katsune. He thought he had friends....A brother....But that wasn't so. He'd quickly betray him if given the chance.* - Thu Nov  5 13:06:20 2015
<br><br><font color=yellow>*Index(Jjking217) slowly sighed, as he relaxed at the base of a tree, resting his back against the tree, he inhaled followed by a gentle exhale. His legs were crossed, and slowly he decided it was time for his meditation once again, it helped him clear his mind and think about the next move he needed to make, he needed to make a decision for himself not anyone else. What type of world did he want to live in? He hadn't quite decided.

He understood this world, was horrible. It was broken, and so were it's people. Everyone around him was destined to betray at some point or another. But if he could acknowledge their flaws, he could accept this world, and work towards making it better.  He knew his own limitation, was only his mind, if he expected nothing of the world, he couldn't expect anything from himself. He was a product of his world.

He knew his world was crying, that it was broken...But in this sadness, he found it...Beautiful...extroadinarily so it's impurity made it sparkle like a diamond in the rough. He considered a Human's imperfection to be their perfection, everyone was flawed. He was as well, but he loved this world. Enough that he desired to protect it, and see it shining. He valued everything on this planet. He was on Iselia...He was an Iseliaian, and this was his world. 

He needed the strength to protect them.* - Thu Nov  5 13:27:40 2015
<br><br><font color=yellow>*Index(Jjking217) creates a clone to enter Sunagakure.* - Thu Nov  5 13:41:20 2015
<br><br><font color=teal>*Index(Jjking217) says: Kazekage-sama. - Thu Nov  5 13:42:11 2015
<br><br><font color=teal>*Index(Jjking217) says: ---- - Thu Nov  5 14:00:06 2015
<br><br><font color=teal>*Index(Jjking217) says: \ - Thu Nov  5 14:00:06 2015
<br><br><font color=teal>*Index(Jjking217) says: Hello? - Thu Nov  5 14:00:06 2015
<br><br><font color=yellow>*Index(Jjking217) arrives beside Asteroth "Hello, My Queen." He stated offering a light smile.* - Thu Nov  5 14:12:03 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Hrm? Evening. Anything new been occuring in Suna? - Thu Nov  5 14:13:45 2015
<br><br><font color=teal>*Index(Jjking217) says: Not quite, the tides are shifting. - Thu Nov  5 14:13:45 2015
<br><br><font color=teal>*Index(Jjking217) says: I don't believe I'll be going back there for a while--On the same note, I should be exclusively here for you for the next few days. - Thu Nov  5 14:14:36 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: For what reason? - Thu Nov  5 14:14:36 2015
<br><br><font color=teal>*Index(Jjking217) says: For what reason am I here? Or won't be going back? - Thu Nov  5 14:15:28 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Both. - Thu Nov  5 14:15:28 2015
<br><br><font color=teal>*Index(Jjking217) says: Do I need a reason to want and serve my Queen? And, there's no longer any reason for me to be there, Sunagakure is going on a mad hunt for one of their Chunnin. I don't care much for it, especially if they get riled up over a single person. - Thu Nov  5 14:17:10 2015
<br><br><font color=teal>*Index(Jjking217) says: Although. - Thu Nov  5 14:23:08 2015
<br><br><font color=teal>*Index(Jjking217) says: I did just drop in 'today' to tell you I was near by. - Thu Nov  5 14:23:08 2015
<br><br><font color=teal>*Index(Jjking217) says: I plan to continue my training today. - Thu Nov  5 14:24:00 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: 'Nearby.'  What do you mean? And if someone in Sunagakure is causing trouble. . is a loose canon even. - Thu Nov  5 14:26:33 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Don't get caught up in their mess. - Thu Nov  5 14:26:33 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: It'll only put your life at risk. - Thu Nov  5 14:26:33 2015
<br><br><font color=teal>*Index(Jjking217) says: I didn't intend to. - Thu Nov  5 14:27:24 2015
<br><br><font color=teal>*Index(Jjking217) says: But. - Thu Nov  5 14:27:24 2015
<br><br><font color=teal>*Index(Jjking217) says: I planned to go train unless you needed me, I won't be more than a A few hour's travel is what I mean. - Thu Nov  5 14:27:24 2015
<br><br><font color=teal>*Index(Jjking217) says: So if needed I'll get back fairly soon. - Thu Nov  5 14:27:24 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Where specifically will you be? - Thu Nov  5 14:29:07 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: -- I might want to have you enter that tournament, after all. - Thu Nov  5 14:29:07 2015
<br><br><font color=teal>*Index(Jjking217) says: Haven't decided. - Thu Nov  5 14:29:07 2015
<br><br><font color=teal>*Index(Jjking217) says: But I'm sure. - Thu Nov  5 14:29:58 2015
<br><br><font color=teal>*Index(Jjking217) says: There are those better equipped. - Thu Nov  5 14:29:58 2015
<br><br><font color=teal>*Index(Jjking217) says: But if you insist, I won't mind joining. - Thu Nov  5 14:29:58 2015
<br><br><font color=teal>*Index(Jjking217) says: Oh by the way, I retrieved some information. - Thu Nov  5 14:29:58 2015
<br><br><font color=teal>*Index(Jjking217) says: I'm sure you'll be happy to heart. - Thu Nov  5 14:30:49 2015
<br><br><font color=teal>*Index(Jjking217) says: Hear* - Thu Nov  5 14:30:49 2015
<br><br><font color=teal>*Index(Jjking217) says: Maybe even get me a rewar---Nevermind. But the information is regarding Sunagakure. - Thu Nov  5 14:30:49 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: SHoot. - Thu Nov  5 14:37:39 2015
<br><br><font color=teal>*Index(Jjking217) says: Sunagakure has a Jounin by the name of Marissa. - Thu Nov  5 14:40:12 2015
<br><br><font color=teal>*Index(Jjking217) says: She utilizes the Fire and Wind Elements. - Thu Nov  5 14:40:12 2015
<br><br><font color=teal>*Index(Jjking217) says: Just passed the Private Exam at the cost of her arm, She has little control over her emotions but tries to act Heroic. - Thu Nov  5 14:40:12 2015
<br><br><font color=teal>*Index(Jjking217) says: She utilizes a fan. - Thu Nov  5 14:40:12 2015
<br><br><font color=teal>*Index(Jjking217) says: Confirmed Techniques she knows, Divine Wind, Gale Palm, Chakra Flow utilizing the wind Element, Wind Release Air Bullets, Great Break Through, Rotating Shuriken, and Shadow Shuriken. - Thu Nov  5 14:41:04 2015
<br><br><font color=teal>*Index(Jjking217) says: She had a former relationship with a man known as Ortho. - Thu Nov  5 14:41:55 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Ah. Intriguing, although not too relevant for the present. - Thu Nov  5 14:41:55 2015
<br><br><font color=teal>*Index(Jjking217) says: I think it may be. - Thu Nov  5 14:41:55 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: I don't want anything to do with Sunagakure. It's very powerful, as you would know. - Thu Nov  5 14:41:55 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: --ANd how so? - Thu Nov  5 14:41:55 2015
<br><br><font color=teal>*Index(Jjking217) says: I feel like Sunagakure intends to expand. - Thu Nov  5 14:41:55 2015
<br><br><font color=teal>*Index(Jjking217) says: And Amegakure is a target. - Thu Nov  5 14:41:55 2015
<br><br><font color=teal>*Index(Jjking217) says: Though that's just a feeling, I've had for the past few weeks. - Thu Nov  5 14:42:46 2015
<br><br><font color=yellow>*Index(Jjking217) makes a clone and sends.* - Thu Nov  5 15:33:07 2015
<br><br><font color=teal>*Index(Jjking217) says: Hey, Lera.  - Thu Nov  5 15:35:40 2015
<br><br><font color=teal>*Lera(Bailey42) says: Hello. - Thu Nov  5 15:35:40 2015
<br><br><font color=teal>*Index(Jjking217) says: How've you been? - Thu Nov  5 15:35:40 2015
<br><br><font color=teal>*Lera(Bailey42) says: ....Pretty awful all things considering. - Thu Nov  5 15:36:32 2015
<br><br><font color=teal>*Index(Jjking217) says: Hm? - Thu Nov  5 15:36:32 2015
<br><br><font color=teal>*Lera(Bailey42) says: ....You really haven't heard have you. - Thu Nov  5 15:37:23 2015
<br><br><font color=teal>*Lera(Bailey42) says: Almost all shinobi of Kirigakure are dead... - Thu Nov  5 15:37:23 2015
<br><br><font color=teal>*Lera(Bailey42) says: Including Violet. - Thu Nov  5 15:37:23 2015
<br><br><font color=teal>*Index(Jjking217) says: Violet..? That was your girlfriend wasn't it? - Thu Nov  5 15:38:14 2015
<br><br><font color=teal>*Lera(Bailey42) says: Yes... - Thu Nov  5 15:39:05 2015
<br><br><font color=teal>*Index(Jjking217) says: I'm sorry for your loss. - Thu Nov  5 15:39:05 2015
<br><br><font color=teal>*Lera(Bailey42) says: You're not the one who needs to be sorrz. - Thu Nov  5 15:39:05 2015
<br><br><font color=teal>*Index(Jjking217) says: If I was there, Maybe I could've done something. - Thu Nov  5 15:39:56 2015
<br><br><font color=teal>*Index(Jjking217) says: To help out. - Thu Nov  5 15:39:56 2015
<br><br><font color=teal>*Lera(Bailey42) says: I could say the same thing. - Thu Nov  5 15:39:56 2015
<br><br><font color=teal>*Lera(Bailey42) says: As it happened while I wasn't there... - Thu Nov  5 15:39:56 2015
<br><br><font color=teal>*Lera(Bailey42) says: -Again- - Thu Nov  5 15:39:56 2015
<br><br><font color=teal>*Index(Jjking217) says: I see. - Thu Nov  5 15:40:48 2015
<br><br><font color=teal>*Index(Jjking217) says: But all we can do.. - Thu Nov  5 15:40:48 2015
<br><br><font color=teal>*Index(Jjking217) says: Is learn from it. - Thu Nov  5 15:40:48 2015
<br><br><font color=teal>*Index(Jjking217) says: And be faster the next time. - Thu Nov  5 15:40:48 2015
<br><br><font color=teal>*Lera(Bailey42) says: This is the third time. - Thu Nov  5 15:40:48 2015
<br><br><font color=teal>*Index(Jjking217) says: Believe it or not. - Thu Nov  5 15:40:48 2015
<br><br><font color=teal>*Lera(Bailey42) says: The third time something like this has happened while I wasn't there - Thu Nov  5 15:40:48 2015
<br><br><font color=teal>*Index(Jjking217) says: I'm here to save someone I care about. - Thu Nov  5 15:40:48 2015
<br><br><font color=teal>*Index(Jjking217) says: Right now. - Thu Nov  5 15:40:48 2015
<br><br><font color=teal>*Lera(Bailey42) says: I see. - Thu Nov  5 15:41:39 2015
<br><br><font color=teal>*Index(Jjking217) says: From your Father. - Thu Nov  5 15:41:39 2015
<br><br><font color=teal>*Lera(Bailey42) says: ...Who? - Thu Nov  5 15:41:39 2015
<br><br><font color=teal>*Index(Jjking217) says: Katsune. - Thu Nov  5 15:41:39 2015
<br><br><font color=teal>*Lera(Bailey42) says: I see. - Thu Nov  5 15:41:39 2015
<br><br><font color=teal>*Lera(Bailey42) says: The one who killed Kilm no? - Thu Nov  5 15:41:39 2015
<br><br><font color=yellow>*Index(Jjking217) offers her the bingo book.* - Thu Nov  5 15:41:39 2015
<br><br><font color=teal>*Index(Jjking217) says: Yeah, but it isn't anyone's place. To seek judgement for something that was decided between the two of them. - Thu Nov  5 15:42:30 2015
<br><br><font color=teal>*Index(Jjking217) says: Kilm..Asked for Death. - Thu Nov  5 15:43:21 2015
<br><br><font color=teal>*Lera(Bailey42) says: I see. - Thu Nov  5 15:43:21 2015
<br><br><font color=teal>*Index(Jjking217) says: I don't know how they got half-assed information. - Thu Nov  5 15:43:21 2015
<br><br><font color=teal>*Index(Jjking217) says: But I need to correct them. - Thu Nov  5 15:43:21 2015
<br><br><font color=teal>*Index(Jjking217) says: Do you know what he was planning to do? - Thu Nov  5 15:44:12 2015
<br><br><font color=teal>*Lera(Bailey42) says: Well. Good luck I suppose - Thu Nov  5 15:44:12 2015
<br><br><font color=teal>*Lera(Bailey42) says: And no. - Thu Nov  5 15:44:12 2015
<br><br><font color=teal>*Index(Jjking217) says: He wanted to attack the Gezo. - Thu Nov  5 15:44:12 2015
<br><br><font color=teal>*Lera(Bailey42) says: So? - Thu Nov  5 15:44:12 2015
<br><br><font color=teal>*Index(Jjking217) says: If he got caught. - Thu Nov  5 15:44:12 2015
<br><br><font color=teal>*Index(Jjking217) says: Sunagakure would've been destroyed. - Thu Nov  5 15:44:12 2015
<br><br><font color=teal>*Lera(Bailey42) says: ... - Thu Nov  5 15:44:12 2015
<br><br><font color=teal>*Index(Jjking217) says: I didn't report him for this Village's sake. - Thu Nov  5 15:44:12 2015
<br><br><font color=teal>*Lera(Bailey42) says: You understand that my father is a member of the Gezo. - Thu Nov  5 15:45:04 2015
<br><br><font color=teal>*Index(Jjking217) says: As am I. - Thu Nov  5 15:45:04 2015
