<br><font color=teal>*Ryutou, Ai(Sennalove) says: I plan on holding back in this part. - Tue Dec  1 22:36:22 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: .....Good start, I guess.... - Tue Dec  1 23:50:36 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: We're travelers. - Wed Dec  2 00:04:16 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: As stated before. - Wed Dec  2 00:04:16 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: A village somewhere else. - Wed Dec  2 00:05:58 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Nah. - Wed Dec  2 00:05:58 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: We were let in. - Wed Dec  2 00:05:58 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: This is boring. - Wed Dec  2 00:07:40 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: I guess I should start here. - Wed Dec  2 00:07:40 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Sure. - Wed Dec  2 00:09:23 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Are you saying...you have no trust in visitors? - Wed Dec  2 00:10:14 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Not even a slight bit? - Wed Dec  2 00:11:05 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Hm. - Wed Dec  2 00:11:05 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: That's no way to conduct a village. - Wed Dec  2 00:11:05 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: You'll reduce the number of visitors you get. - Wed Dec  2 00:11:05 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: And miss out on funds. - Wed Dec  2 00:11:05 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: You don't have to take my advice. - Wed Dec  2 00:11:56 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: But it's just something of note. - Wed Dec  2 00:11:56 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Me three. - Wed Dec  2 00:17:55 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: ... - Wed Dec  2 00:18:46 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: ... - Wed Dec  2 00:20:28 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I guess I'll go on a walk. - Wed Dec  2 00:21:20 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) thinks: Hm...handshakes with a shinobi. - Wed Dec  2 03:47:50 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Wait.... - Wed Dec  2 03:49:32 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Sooooo Technically they lied thier way into the village. - Wed Dec  2 03:49:32 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) thinks: And pissed me off - Wed Dec  2 03:49:32 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ---And no, we didn't lie. - Wed Dec  2 03:50:24 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: We were under the assumption you still held the same Kazekage. - Wed Dec  2 03:50:24 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Ya kinda did-- What.. - Wed Dec  2 03:50:24 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Kida already came and met me before. - Wed Dec  2 03:50:24 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: He knew I was Kazekage. - Wed Dec  2 03:50:24 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I said I was coming to meet the Old Man, and to visit. - Wed Dec  2 03:50:24 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . . . - Wed Dec  2 03:50:24 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I told you last time, the old man was gone, though. - Wed Dec  2 03:51:15 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I was under the assumption that he was living in the village, since you told me he retired. - Wed Dec  2 03:51:15 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Oh. Nah, Itold you he left too. But eh, misunderstanding. - Wed Dec  2 03:51:15 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: A reccomendation. - Wed Dec  2 03:51:15 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: So, with the black cloak. You're not hot under there? - Wed Dec  2 03:51:15 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: To prevent further confusion. - Wed Dec  2 03:51:15 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Maybe a list of questions for your enforcer to ask. - Wed Dec  2 03:52:06 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: At the gate that is. - Wed Dec  2 03:52:06 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Huh? Nah. They probably shouldn't have even lt you in. - Wed Dec  2 03:52:06 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Usually, if people want to come to the village, they're forced to get a Visa pass. - Wed Dec  2 03:52:06 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: And even then, they're limited with how long they can stay. - Wed Dec  2 03:52:57 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Unless they work to become a full-fledgedcitizen. - Wed Dec  2 03:52:57 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: And you just give them this pass? - Wed Dec  2 03:52:57 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: After background checks and shit, yeah. - Wed Dec  2 03:52:57 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I showed him my papers from my last visit. - Wed Dec  2 03:52:57 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Then this list. - Wed Dec  2 03:52:57 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Reinforces such. - Wed Dec  2 03:52:57 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yeah. That should only work for youl. - Wed Dec  2 03:52:57 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: But eh. . .No harm done. - Wed Dec  2 03:52:57 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) thinks: A ruleset in place...not followed by security. - Wed Dec  2 03:53:48 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) thinks: Nipple check... - Wed Dec  2 03:59:47 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) thinks: Yup...Still hard. - Wed Dec  2 03:59:47 2015
<br><br><font color=teal>*Hokuma, Mizora(Dandere-chan) says: -omit last part- - Wed Dec  2 04:01:29 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I see. - Wed Dec  2 04:02:20 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Thank you. - Wed Dec  2 04:02:20 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Do you know anyone who was close to her? - Wed Dec  2 04:03:12 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ---Kida. - Wed Dec  2 04:03:12 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: We're done. - Wed Dec  2 04:03:12 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: .... - Wed Dec  2 04:03:12 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: Tch, when I get a hint I can't even do much about it. - Wed Dec  2 04:04:03 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: She'll probably kill me if I tried to get her to wear it. - Wed Dec  2 04:10:52 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Eh? - Wed Dec  2 04:14:17 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Event? - Wed Dec  2 04:14:17 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: What event? - Wed Dec  2 04:14:17 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Well, we haven't solidified it. But, I'm sure we won't be against having more people enjoying the event. - Wed Dec  2 04:15:08 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: And Maid Cafe, like this Mitsunara! *shifts into her maid outfit* - Wed Dec  2 04:16:00 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: /..... Wha? - Wed Dec  2 04:16:00 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: Cool.. - Wed Dec  2 04:16:00 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Chikyu. - Wed Dec  2 04:16:00 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Yes! - Wed Dec  2 04:16:00 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Why are you dressed like a slut? - Wed Dec  2 04:16:00 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Its how some foreigners dress their servants. - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ....Huh. - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I mean, I like it. - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: It's not a bad lookin outfit. - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Eh, alright. I'll find out somehow. - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: But... like... you're underage. - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Just seems a bit innapropriate? - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Hope to see you there! - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: ... - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Bye then. - Wed Dec  2 04:16:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: That said, I can see the outfits allure on someone who actually has a figure. - Wed Dec  2 04:17:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Eh... It's whatever, Ig uess. - Wed Dec  2 04:17:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: So this 'event' is... - Wed Dec  2 04:17:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: A bunch of people dressing up in those outfits in a cafe? - Wed Dec  2 04:17:42 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Well, the even we'll have a bunch of girls serving foreign foods at table sand having music and dance of course... - Wed Dec  2 04:17:42 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hrm? Oh. Reminder, final portion of the chunnin exam is in about a week! - Wed Dec  2 04:17:42 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Come out to support. - Wed Dec  2 04:17:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: --Yo, Sanoke. - Wed Dec  2 04:17:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Congrats on becoming Kazekage-Senpai-Sensei-Sama-Kun. - Wed Dec  2 04:18:33 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Huh? You mean.. - Wed Dec  2 04:18:33 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) thinks: So...They do those as well. - Wed Dec  2 04:18:33 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Interim Kazekage-Senpai-Sensei-Sama-Kun. - Wed Dec  2 04:18:33 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Dude, I add enough titles to the title. - Wed Dec  2 04:18:33 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I'm not slapping one in /front/ as well. - Wed Dec  2 04:18:33 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) thinks: Chuunin exam? - Wed Dec  2 04:18:33 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) thinks: Why would we support their chuunin exam? - Wed Dec  2 04:18:33 2015
<br><br><font color=teal>*Hokuma, Mizora(Dandere-chan) says: Sanoke, can I have a mission, or two? - Wed Dec  2 04:19:24 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) thinks: I wonder..How would I look in a maid outfit... - Wed Dec  2 04:19:24 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) thinks: I mean... - Wed Dec  2 04:19:24 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) thinks: I'd look sexy as hell in a Maid Outfit... - Wed Dec  2 04:19:24 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hrm? But. . You have too! - Wed Dec  2 04:19:24 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) thinks: ..Hrm. - Wed Dec  2 04:19:24 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Eh? - Wed Dec  2 04:19:24 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Ai, the Trap festivel is after the Maid festivel. -omit- - Wed Dec  2 04:20:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: When is that Maid Cafe event thingy Kyu? - Wed Dec  2 04:20:16 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Don't have a time, just know it'll be after Chuunins. - Wed Dec  2 04:20:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Alright just let me know I will be there. - Wed Dec  2 04:20:16 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Tsuki do you want to go to the festival? - Wed Dec  2 04:21:58 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: Sure! - Wed Dec  2 04:22:49 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Awesome we have to find a nice costume for you.  - Wed Dec  2 04:23:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Aren't you the young doctor Tsuki? - Wed Dec  2 04:23:40 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: Yep! - Wed Dec  2 04:23:40 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: Super Doctor Tsuki!!! - Wed Dec  2 04:23:40 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: M.D. - Wed Dec  2 04:23:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Anyway.. - Wed Dec  2 04:24:32 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I'll probably come to this festival anyway.. - Wed Dec  2 04:24:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Darn, if you were here the other day you could have healed my arms for me. *laughs* - Wed Dec  2 04:24:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: This festival sounds like it is going to be fun! - Wed Dec  2 04:25:23 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Will the Nurses have to wear sexy outfits too? - Wed Dec  2 04:26:14 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Hope so. . .  - Wed Dec  2 04:26:14 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Yeah, I intend to show up for the Chuunins... - Wed Dec  2 04:26:14 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Want to try out a sample we have, you have to give it back since its a base for the rest. But, I'm sure you'll be fine to wear it once. - Wed Dec  2 04:26:14 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Whaaa? - Wed Dec  2 04:26:14 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I wish I'd been around to sign up... - Wed Dec  2 04:26:14 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Hrm? - Wed Dec  2 04:26:14 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Where the heck have you been anyway? - Wed Dec  2 04:27:05 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Sure, but I'm not getting changed in public Chikyu... and well, Sanoke. - Wed Dec  2 04:27:05 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What am I winning Sanoke? - Wed Dec  2 04:27:05 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Hassan gave me this mission to go deliver supplies to this Samurai village. - Wed Dec  2 04:27:05 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Shit got /wierd/. - Wed Dec  2 04:27:05 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Lord Sanoke, if you have a mission for me I'm willing to take it. - Wed Dec  2 04:27:05 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Lord Sanoke? - Wed Dec  2 04:27:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: That felt weird. - Wed Dec  2 04:27:56 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: So... yeah. - Wed Dec  2 04:27:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Never going to call him that again. . .  - Wed Dec  2 04:27:56 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Ikr, my heart stopped Hiroshi. - Wed Dec  2 04:27:56 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: -omit- - Wed Dec  2 04:27:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I still want to know what I am going to win. - Wed Dec  2 04:31:21 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hrm? Oh, you want a mission too? <@Koji? - Wed Dec  2 04:31:21 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ....I wouldn't mind a mission myself... but.. yeah. - Wed Dec  2 04:32:12 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: And I got my money on you to win the chunnin tournament. <@Hiroshi> - Wed Dec  2 04:32:12 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Whaaaa? - Wed Dec  2 04:32:12 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: But Sensei is in it. - Wed Dec  2 04:32:12 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: And Ai. - Wed Dec  2 04:32:12 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: And Iza. - Wed Dec  2 04:32:12 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Whaaa? - Wed Dec  2 04:32:12 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: You can win. The only thing holding you back is you. - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Yes zirr.  - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: I'm not that dangerous. - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Release your doubt! - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Thanks for the support Sanoke. - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Mrm... - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I will do my best buddy. - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Anywho. Koji, MItsunara. - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Duo mission. - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ....Sure, whatever works. - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) thinks: I need a proper Sensei... - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) thinks: Ugh. - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: What's wrong with ya? - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) thinks: Don't know about Iza and Paine though. - Wed Dec  2 04:33:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Ai you are hilarious. - Wed Dec  2 04:33:55 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Wrong with who? - Wed Dec  2 04:33:55 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: How so? - Wed Dec  2 04:33:55 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: You aren't dangerous? - Wed Dec  2 04:33:55 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Nope. - Wed Dec  2 04:33:55 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Funniest thing I have heard all day. *laughs* - Wed Dec  2 04:33:55 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: You. You sounda. . unpleased. - Wed Dec  2 04:33:55 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Explain? - Wed Dec  2 04:33:55 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Don't knock yourself Ai. - Wed Dec  2 04:34:46 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: I'm pretty dangerous, hehehe. - Wed Dec  2 04:34:46 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: I know my way around a scalpel. - Wed Dec  2 04:34:46 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I think you are a very strong shinobi. - Wed Dec  2 04:34:46 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: It might not mean much coming from me but that is truly what I believe. - Wed Dec  2 04:34:46 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: Hiroshi, arent you super strong? - Wed Dec  2 04:35:37 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Heh..I see but I'm not that strong. - Wed Dec  2 04:35:37 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Hmmm. - Wed Dec  2 04:35:37 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Pssshhhh I wish I was Tsuki. - Wed Dec  2 04:35:37 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I mean I got muscles but that is about it. *flexes* - Wed Dec  2 04:35:37 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: Woah! - Wed Dec  2 04:36:28 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Hey.. - Wed Dec  2 04:36:28 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: But your muscles arent as big as Koji's/ - Wed Dec  2 04:36:28 2015
<br><br><font color=teal>*Hassan, Trilliam(VantetheGreat) says: Tor-tata you should reform the squads. - Wed Dec  2 04:36:28 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *laughs* Just proves my point even further Tsuki. - Wed Dec  2 04:36:28 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Agian, I won't have to tell you glad I am that you've made it back. Even if the mission was annoying, you completed it! - Wed Dec  2 04:37:20 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Yeah, yeah.... Hrm? Ugh....A Hoodlum, huh? - Wed Dec  2 04:38:11 2015
<br><br><font color=teal>*Hokuma, Mizora(Dandere-chan) thinks: So they get to track a guy down and I get to fix up a shop and chase down a pork. - Wed Dec  2 04:38:11 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: A'right... - Wed Dec  2 04:39:02 2015
