<br><font color=yellow>*Rei(BoyLeafeon) smiles at the male, that spoke to her. Such a nice guy to speak when it's so quiet.* - Wed Sep 02 14:52:48 2015
<br><br><font color=yellow>*Rei(BoyLeafeon) smiles at Kronos before sitting down on the bench, raising a leg on-top of the other while looking at the sand next to her. * - Wed Sep 02 18:54:17 2015
<br><br><font color=yellow>*Andraste(BoyLeafeon) shrugs.* - Mon Sep 07 18:28:16 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: I am cuarious. - Mon Sep 07 18:32:32 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: curious) - Mon Sep 07 18:32:32 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: What lesson were you going to show him? - Mon Sep 07 18:32:32 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: The beauty of my garden, perhaps make him a potion of love. Something where he would be able to express his feelings towards someone, that he likes. Why? Jealous? - Mon Sep 07 18:33:23 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: No. - Mon Sep 07 18:34:14 2015
<br><br><font color=yellow>*Andraste(BoyLeafeon) rose an eyebrow, poking his knee before staring back at the sky. "Whatever you say, Nozumi."* - Mon Sep 07 18:35:05 2015
<br><br><font color=yellow>*Andraste(BoyLeafeon) stands there all beautiful like because that's what she is. * - Mon Sep 07 20:24:19 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: You check your garden? - Mon Sep 07 20:24:19 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: Noooot yet. - Mon Sep 07 20:26:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: If you neglect them they will die. - Mon Sep 07 20:26:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Hmph. - Mon Sep 07 20:26:01 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: HAH! - Mon Sep 07 20:26:52 2015
<br><br><font color=yellow>*Andraste(BoyLeafeon) starts to laugh before glaring at Nozumi.

"Don't you say that about my flowers."* - Mon Sep 07 20:26:52 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: This sucks. - Mon Sep 07 21:26:36 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: Tell me about it. - Mon Sep 07 21:26:36 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: It won't be long beore... - Mon Sep 07 21:27:28 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: The vultures come out, if you know what I mean. - Mon Sep 07 21:27:28 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: The what? - Mon Sep 07 21:28:19 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Men who will be hounding you. - Mon Sep 07 21:30:01 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: ...Right. - Mon Sep 07 21:30:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Something wrong? - Mon Sep 07 21:30:52 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: Nothing is wrong, dear. - Mon Sep 07 21:31:44 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Hmm. - Mon Sep 07 21:32:35 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: It's been a while since you put yourself against me. - Mon Sep 07 21:32:35 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Would you like to spar in a bit? - Mon Sep 07 21:34:17 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: Spar....? I do not know how to fight... but sure... take me to my garden. - Mon Sep 07 21:35:08 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: (I dont know where that is) - Mon Sep 07 21:36:00 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: [ some place with grass iguess ] - Mon Sep 07 21:48:48 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: So quiet here. - Tue Sep 08 16:42:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: None of what they say really interests me. - Tue Sep 08 16:42:01 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: They speak of trivial things. - Tue Sep 08 16:42:52 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Seems you may have a victim. - Tue Sep 08 17:44:19 2015
<br><br><font color=teal>*Andraste(BoyLeafeon) whispers: A victim? - Tue Sep 08 17:50:17 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: Your 'teachings'.. - Tue Sep 08 17:50:17 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: We could use followers you know. - Tue Sep 08 17:50:17 2015
<br><br><font color=teal>*Nozumi(Anonymous guillotine) whispers: You're more...  - Tue Sep 08 17:50:17 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Well It will help him see where he is at in terms of strenght. - Wed Oct  7 21:29:23 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Moreso Kaori. - Wed Oct  7 22:09:29 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: But. - Wed Oct  7 22:09:29 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: To more pressing matters, I suppose. - Wed Oct  7 22:09:29 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Sup, Khalil. Uh..You been training? - Wed Oct  7 22:10:20 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Heheh! - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Probably. - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Maybe. - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: .... - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: I -- No I hav enot. - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: What? - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Do you see my arm!? - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Okay? - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: This is because. - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I wasn't strong enough, I haven't trained enough. - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Your sister. - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: That's on you.  - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Needs to train as well. - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nah. - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Cause see. - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I could beat you right now. - Wed Oct  7 22:12:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Even with my broken arm.  - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Bully. - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I'm tryna help you. - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I'm one hundred percent black. - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: By beating me up? - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I know what I'm doin- - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Yes. - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: I'm half black. - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Sooo. - Wed Oct  7 22:12:54 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: How old are you though? - Wed Oct  7 22:13:45 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: ...I'm your brother and you don't know? - Wed Oct  7 22:13:45 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Shame on you. - Wed Oct  7 22:13:45 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: You are thirty five. - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: ...No, I w-.. - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: See? I know your age. - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: What!? - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I'm twenty. - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Kaori(Coolm3) says: Do you even know how old I am brother? - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Kaori, you hear this - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: - - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Fuck. - Wed Oct  7 22:14:36 2015
<br><br><font color=yellow>*Yamanshi, Khalil(BoyLeafeon) whistles innocently.* - Wed Oct  7 22:14:36 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Damn - Wed Oct  7 22:15:28 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Bro. - Wed Oct  7 22:15:28 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: You old.. - Wed Oct  7 22:15:28 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Yeah.. - Wed Oct  7 22:15:28 2015
<br><br><font color=teal>*Kaori(Coolm3) says: . . . I didn't hear you clearly. - Wed Oct  7 22:15:28 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I started in the academy late. - Wed Oct  7 22:15:28 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nah, you did. - Wed Oct  7 22:15:28 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I heard me. - Wed Oct  7 22:16:19 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: That's all that matters. - Wed Oct  7 22:16:19 2015
<br><br><font color=teal>*Kaori(Coolm3) says: I'm not y-wow. Okay. - Wed Oct  7 22:16:19 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Yo'. - Wed Oct  7 22:18:52 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: What do ya'll wanna do though. - Wed Oct  7 22:19:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I don't know. - Wed Oct  7 22:19:44 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: We could play manball again/. - Wed Oct  7 22:19:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nah, my sister - an brother. - Wed Oct  7 22:20:35 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: They are sui- - Wed Oct  7 22:20:35 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Yo. - Wed Oct  7 22:20:35 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Let's play shots. - Wed Oct  7 22:20:35 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Sake! - Wed Oct  7 22:20:35 2015
<br><br><font color=teal>*Kaori(Coolm3) says: What? - Wed Oct  7 22:20:35 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Yooo'. - Wed Oct  7 22:20:35 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Thats the game to play. - Wed Oct  7 22:21:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You'll see Kaori-Chan. - Wed Oct  7 22:21:26 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Do'ya think we're allowed back though? - Wed Oct  7 22:21:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: --Ye'. - Wed Oct  7 22:21:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: We've reformed. - Wed Oct  7 22:21:26 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Right right. - Wed Oct  7 22:21:26 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Just outta rehab. - Wed Oct  7 22:21:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Let's go. - Wed Oct  7 22:22:17 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Where are we going? - Wed Oct  7 22:23:08 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Deez nuts. - Wed Oct  7 22:23:08 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: HEUEHEUEHEUEHEUEHEUEHEUEHEUEHEUEHUEHEUHEEUHEUHEEUHEUEHEUHEEUHE... - Wed Oct  7 22:24:00 2015
<br><br><font color=teal>*Amon(William O. Wisper) whispers: Bro. I'm telling you, hes probably playing footsies with her -right- now. - Wed Oct  7 22:24:00 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: ----- - Wed Oct  7 22:24:00 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: .... - Wed Oct  7 22:24:00 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: HE JUST - Wed Oct  7 22:24:00 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: DAMN! - Wed Oct  7 22:24:51 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: We definitely need a drink now. - Wed Oct  7 22:24:51 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: We do. - Wed Oct  7 22:24:51 2015
<br><br><font color=yellow>*Yamanshi, Khalil(BoyLeafeon) sits on the chair, his legs kicking left and right like an adorable teenager that he was. * - Wed Oct  7 22:24:51 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: I don't drink, sorry. - Wed Oct  7 22:27:24 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: I would like a glass of milk, please! - Wed Oct  7 22:27:24 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: No. - Wed Oct  7 22:27:24 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You're drinking. - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: ... - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Don't be a pussy. - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: You cann---  - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: .. Millk? Milk with Sake? - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: I'm not a pussy! - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: I want milk, or water. - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nah. - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Drink. - Wed Oct  7 22:28:16 2015
<br><br><font color=yellow>*Yamanshi, Khalil(BoyLeafeon) crosses his arms, he wasn't going to eat. * - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: --- - Wed Oct  7 22:28:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: The back of my head so hot... - Wed Oct  7 22:29:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: DRINK! - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: RIGHT! - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: FUCKING NOW! - Wed Oct  7 22:29:58 2015
<br><br><font color=yellow>*Yamanshi, Khalil(BoyLeafeon) drinks a cup of water. * - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Water!? - Wed Oct  7 22:29:58 2015
<br><br><font color=yellow>*Yamanshi, Khalil(BoyLeafeon) chokes on the water.* - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Bwahahaha! - Wed Oct  7 22:29:58 2015
<br><br><font color=yellow>*Yamanshi, Khalil(BoyLeafeon) coughs, spitting the water on Amon. * - Wed Oct  7 22:29:58 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: ... - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: See.... - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I thought. - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I've already been hurt before. - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: We were the brothers. - Wed Oct  7 22:30:49 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I'm invulnerable to the type of pain you speak of. - Wed Oct  7 22:31:40 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: ... - Wed Oct  7 22:31:40 2015
