<br><font color=teal>*Ziare(Meekee) says: He has people - Tue Nov  3 09:38:08 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Couple of new faces around here. - Tue Nov  3 19:07:18 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: And an old one too. - Tue Nov  3 19:07:18 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Hm. - Tue Nov  3 19:10:43 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Well, Hello new people. - Tue Nov  3 19:10:43 2015
<br><br><font color=teal>*Kurt(Zygman) says: Greetings. - Tue Nov  3 19:10:43 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I am Takeda, Genin and adviser of the Hokage. - Tue Nov  3 19:10:43 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Tue Nov  3 19:12:25 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: She's dead. - Tue Nov  3 19:12:25 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: ..... - Tue Nov  3 19:12:25 2015
<br><br><font color=teal>*Kurt(Zygman) says: Hm? - Tue Nov  3 19:13:16 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Tue Nov  3 19:38:01 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Guess this guy is asleep or something. - Tue Nov  3 19:38:01 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: No matter. - Tue Nov  3 19:38:52 2015
<br><br><font color=teal>*Rias(LionHunter) says: Sir~ - Tue Nov  3 19:38:52 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Hello Rias. - Tue Nov  3 19:38:52 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I need your help with something Rias. - Tue Nov  3 19:39:44 2015
<br><br><font color=teal>*Rias(LionHunter) says: Sure... what is it? - Tue Nov  3 19:40:35 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I need to buy some flowers. - Tue Nov  3 19:41:26 2015
<br><br><font color=teal>*Rias(LionHunter) says: For who? - Tue Nov  3 19:42:17 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: My mother. - Tue Nov  3 19:42:17 2015
<br><br><font color=teal>*Rias(LionHunter) says: Thats sweet... that kind do you need? - Tue Nov  3 19:42:17 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I don't know, anything will do. - Tue Nov  3 19:43:08 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I need them fixed in a circle like bouquet - Tue Nov  3 19:44:00 2015
<br><br><font color=teal>*Rias(LionHunter) says: Ok, I can do that... when do you need them? - Tue Nov  3 19:44:00 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Whenever you can really, theres no rush. - Tue Nov  3 19:44:51 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Actually, Try to pick red coloured flowers. - Tue Nov  3 19:45:42 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Her hair was red. - Tue Nov  3 19:45:42 2015
<br><br><font color=teal>*Kurt(Zygman) says: Do you have a mission? - Tue Nov  3 19:45:42 2015
<br><br><font color=teal>*Rias(LionHunter) says: I see im on it hun~ - Tue Nov  3 19:47:24 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Hm, a mission? - Tue Nov  3 19:47:24 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Oh and thanks Rias. - Tue Nov  3 19:47:24 2015
<br><br><font color=teal>*Rias(LionHunter) says: By the way... do you know Genjutsu kai? - Tue Nov  3 19:47:24 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I do, but I need to work on it a bit first. - Tue Nov  3 19:48:16 2015
<br><br><font color=teal>*Rias(LionHunter) says: Ok, when you do can you teach it to me pretty please~ - Tue Nov  3 19:48:16 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Sure. - Tue Nov  3 19:48:16 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: What did you mean by the way Kurt? - Tue Nov  3 19:49:07 2015
<br><br><font color=teal>*Kurt(Zygman) says: I am looking for missions to accomplish. - Tue Nov  3 19:49:07 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Oh, No sorry. - Tue Nov  3 19:49:07 2015
<br><br><font color=teal>*Kurt(Zygman) says: Ugh . . . - Tue Nov  3 19:49:07 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Only the Hokage gives missions out. - Tue Nov  3 19:49:07 2015
<br><br><font color=teal>*Kurt(Zygman) says: And he's inactive? - Tue Nov  3 19:49:58 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: He's busy. - Tue Nov  3 19:49:58 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Hm, Weird guy. - Tue Nov  3 19:51:40 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Oh and Rias, Don't worry about putting a message with the flowers. - Tue Nov  3 19:51:40 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: It won't make a difference. - Tue Nov  3 19:55:05 2015
<br><br><font color=teal>*Rias(LionHunter) says: Why? - Tue Nov  3 20:12:09 2015
<br><br><font color=teal>*Rias(LionHunter) says: It should always have kind words with them - Tue Nov  3 20:12:09 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: My mother is dead, these flowers are for her grave. - Tue Nov  3 20:13:00 2015
<br><br><font color=teal>*Rias(LionHunter) says: ...  - Tue Nov  3 20:13:00 2015
<br><br><font color=yellow>*Rias(LionHunter) runs up to him and hugs him. She felt his sadness and thought he needed to be comforted. Her voluptuous pressed against his body and she attempted to kiss him on the cheek. "Since its for your mother I will pick out the best flowers we have ok?" she said giving him a sweet smile.

<D-cup breasts, a big round firm ass, and a shaply figure... 5'10 height... you ask her her weight she will sock you.>* - Tue Nov  3 20:17:16 2015
<br><br><font color=yellow>*Rias(LionHunter) Would whisper back, "Its going to be alright ok? We all lose loved ones and its amazing that you want to honor her like that.." she smiled and wiped his tear with her finger and slowly pull apart from him if allowed. She would give him some one big smile and walk off to the flower shop to get his flowers ready* - Tue Nov  3 20:33:29 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: ... - Tue Nov  3 20:36:54 2015
<br><br><font color=teal>*Heiwa(PythonJedi) thinks: If I hadn't been here she wouldn't have died.. - Tue Nov  3 20:36:54 2015
<br><br><font color=teal>*Heiwa(PythonJedi) thinks: She only died because she wanted me in her family. - Tue Nov  3 20:36:54 2015
<br><br><font color=teal>*Rias(LionHunter) says: Ok~ - Tue Nov  3 20:38:36 2015
<br><br><font color=yellow>*Rias(LionHunter) Cam in the shop with a smile in her face. She looked around the shop smiling and humming looking for the bouquet of flowers he was looking for. She hand picked the prettiest and most perfect flowers she had in stock and would place them in a vase. She looked for a round  of 20 flowers, her selection was top quality... it was just a matter of color really. 

Along the way she wouldtake the withering flowers and decompose them tomake more fertilizer for the rest of her plants. She picked up a set of 10 flowers so far but she needed more. She picked up various colors of reds and mostly got roses. The others were a assortment of red colored flowers that she finally gathered.

She sorted them in the shape of his liking, "Circle formation... with the roses on the outer rim and the assorted flowers in the center for substance, perfect.~" she said cutting the stems off and wrapping them up. "I hope he likes them..." she smiled and recieved a bird. "Oh so thats where he is... " she said heading to the location.* - Tue Nov  3 21:46:52 2015
<br><br><font color=yellow>*Rias(LionHunter) Comes to the area of Yoshi... with the beautiful bouquet. She waits by the enterance for him to finish the spar* - Tue Nov  3 22:37:13 2015
<br><br><font color=teal>*Heiwa(PythonJedi) thinks: If he comes and wins..it'll mean a lot for my training and how far I've come. - Tue Nov  3 22:50:52 2015
<br><br><font color=yellow>*Rias(LionHunter) "Yea I did, all of our flowers are hand picked my your truly~" she said her body moving and jiggling in its usual way. She could never keep still; she was over exaggerated with her movements. "Well here you are the frested most beautiful red flowers we have~" she handed him the bouquet.* - Tue Nov  3 22:56:51 2015
<br><br><font color=teal>*Rias(LionHunter) says: Hmm, 2500 is the cost - Tue Nov  3 22:59:24 2015
<br><br><font color=yellow>*Rias(LionHunter) accept the cash, and puts in in her breasts, "You got it cutie~" she said smiling* - Tue Nov  3 23:12:12 2015
<br><br><font color=teal>*Rias(LionHunter) says: Hmm I wonder if Z or J awake? - Tue Nov  3 23:13:04 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Um...Rias. - Tue Nov  3 23:13:04 2015
<br><br><font color=teal>*Rias(LionHunter) says: Yes? - Tue Nov  3 23:13:04 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Would you like to come with me while I do this..? - Tue Nov  3 23:13:04 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Unless you're busy of course. - Tue Nov  3 23:13:55 2015
<br><br><font color=teal>*Rias(LionHunter) says: Sure I can pay my respects - Tue Nov  3 23:13:55 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Alright then, i'll lead the way. - Tue Nov  3 23:13:55 2015
<br><br><font color=teal>*Rias(LionHunter) says: Im following you - Tue Nov  3 23:13:55 2015
<br><br><font color=yellow>*Rias(LionHunter) Would take the dead flowers, "I reuse them for compost...I will take them." She then looked at him with honest eyes. She would hold his hand to comfort him and say, "You did great... and I know she would be proud of you." she said in a low tone and released his hand patting him on the shoulder* - Tue Nov  3 23:24:09 2015
<br><br><font color=yellow>*Rias(LionHunter) //As hands wrapped aroind her waist she blushed alittle as her cheek glowed with a slight red. "Anything you you guys... I know losing family is tough and I only want everyone to smile" she said looking at his face and smiling. The were rather close and Rias placed her hands wereholfing the dead flowers. She was hugged again and the flowers were moved to the side to prevent stainning of their cloths. The young boy was probuly resting on her breast at his size. She would allow the im ebrace and rub his head. "Well Im your friend and I wont let you feel alone ok?" she said smiling brightly with her eyes closed* - Tue Nov  3 23:41:13 2015
<br><br><font color=yellow>*Rias(LionHunter) Would kiss him on the forehead and release herself from his grasp... "You take care of yourself" she said walking away* - Wed Nov  4 00:05:07 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Excuse me..  - Wed Nov  4 01:31:18 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Who is the higest ranking offical in Konoha at the moment? - Wed Nov  4 01:31:18 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: What about her? - Wed Nov  4 01:33:52 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Scuse me. . Miss? - Wed Nov  4 01:34:43 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: Yes? - Wed Nov  4 01:34:43 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Who is the higest ranking offical within Konoha at the moment? - Wed Nov  4 01:35:34 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: I wouldn't know, I'm not from here. - Wed Nov  4 01:36:25 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Oh? Where are you from? - Wed Nov  4 01:37:16 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: I'm suprised you've forgotten me Yan, well not, I suppose I was quiet. - Wed Nov  4 01:37:16 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: Same place you two are from. - Wed Nov  4 01:37:16 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: You looked familiar. - Wed Nov  4 01:37:16 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Which brings this question..What are you doing here? - Wed Nov  4 01:37:16 2015
<br><br><font color=teal>*Marrisa(Roxinea) thinks: What's a sunagakure Shinobi doing in Konoha right now. .  - Wed Nov  4 01:38:08 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: I went looking for a friend, however she's not here. I was going to determine the best route back to the village while coming here, and now I saw you guys. - Wed Nov  4 01:38:59 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Form up with us, That's an order Kunoichi - Wed Nov  4 01:38:59 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: Oh, alright. - Wed Nov  4 01:39:50 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I'd rather make sure she gets back myself..so she can come with us. - Wed Nov  4 01:39:50 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Has anyone but you come to this village as of late? - Wed Nov  4 01:42:24 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: I do not know. - Wed Nov  4 01:43:15 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) whispers: More specifically, have you seen Katsune? - Wed Nov  4 01:44:06 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: If you'd like, while you stay here, I can go check the mansion for anyone that may be able to help us. - Wed Nov  4 01:45:48 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Proceed Yan - Wed Nov  4 01:47:31 2015
<br><br><font color=teal>*Marrisa(Roxinea) thinks: feels weird giveing orders. .  - Wed Nov  4 01:47:31 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Alright. .  - Wed Nov  4 01:50:04 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: LEt's make our rounds.  - Wed Nov  4 01:50:04 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: Hmmm? Wouldn't it be nice to wait and ask a higher-up shinobi? - Wed Nov  4 01:50:56 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I can wait here while you two make your trip. - Wed Nov  4 01:51:47 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: I already have permission for the Hokage to question anyone I want within this village, from a previous encounter. Attempting to contact him was a formality - Wed Nov  4 01:51:47 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: From** - Wed Nov  4 01:51:47 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Who is the Hokage these days? - Wed Nov  4 01:52:38 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: It changes so much.. - Wed Nov  4 01:52:38 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Zeus - Wed Nov  4 01:52:38 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I don't recognize the name. - Wed Nov  4 01:53:29 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: At any rate, I'll be waiting her unless you object. - Wed Nov  4 01:53:29 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I will form a shadow clone and have him wait at the entrance as well. If she tries to escape and kills the clone, we will know. - Wed Nov  4 01:54:20 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Ishizu, Stay with Yan - Wed Nov  4 01:56:03 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: So, did you find your friend? - Wed Nov  4 01:56:54 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: If who tries to escape? - Wed Nov  4 02:02:01 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: And no I did not. - Wed Nov  4 02:02:01 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Our target. - Wed Nov  4 02:02:01 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Nothing? - Wed Nov  4 02:07:08 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Nada - Wed Nov  4 02:09:42 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Mist has been under attack as of late. . So let's go to Kumo's remains? - Wed Nov  4 02:11:24 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Sounds good. - Wed Nov  4 02:12:16 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I'll cop the caravan this time. - Wed Nov  4 02:13:58 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: Hmm? - Wed Nov  4 02:13:58 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: Is anyone even within Kumogakure? - Wed Nov  4 02:13:58 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: The less populated the more likely we will find her. She's definitely going to be trying to lay low with all of Suna looking for her. - Wed Nov  4 02:14:49 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: mhmm - Wed Nov  4 02:15:40 2015
<br><br><font color=teal>*Ishizu 'Ai' Maxwell(Zela12) says: True - Wed Nov  4 02:17:23 2015
<br><br><font color=teal>*Ziare(Meekee) says: Yo. - Wed Nov  4 03:52:06 2015
<br><br><font color=teal>*Ziare(Meekee) says: I'm gonna go to the training field for a bit. - Wed Nov  4 03:58:56 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Hello  Rias... - Wed Nov  4 04:21:58 2015
<br><br><font color=teal>*Rias(LionHunter) says: Oh, hi hun - Wed Nov  4 04:26:14 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I know i've said this a lot but...thank you for what you did. - Wed Nov  4 04:26:14 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: It really did mean a lot to me.... - Wed Nov  4 04:27:05 2015
<br><br><font color=teal>*Rias(LionHunter) says: Anytime hun~ - Wed Nov  4 04:32:12 2015
<br><br><font color=teal>*Rias(LionHunter) says: Have you seen Z - Wed Nov  4 04:33:04 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Yeah. - Wed Nov  4 04:33:04 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I think he was at the training field. - Wed Nov  4 04:33:04 2015
<br><br><font color=teal>*Rias(LionHunter) says: I need to see him - Wed Nov  4 04:40:44 2015
<br><br><font color=teal>*Rias(LionHunter) says: Bye~ - Wed Nov  4 04:41:36 2015
<br><br><font color=yellow>*Rias(LionHunter) runs to give Z a full body hug* - Wed Nov  4 04:43:18 2015
<br><br><font color=teal>*Ziare(Meekee) says: What do you want? - Wed Nov  4 04:45:00 2015
<br><br><font color=teal>*Ziare(Meekee) says: I've been training like you asked.. - Wed Nov  4 04:45:00 2015
<br><br><font color=yellow>*Rias(LionHunter) talkled him him to the ground and laying on him for a while. "Hiiiiiiiiii ZZZZZZZ~" she smilled at him* - Wed Nov  4 04:45:52 2015
<br><br><font color=teal>*Rias(LionHunter) says: Of course I have been training...  - Wed Nov  4 04:46:43 2015
<br><br><font color=teal>*Ziare(Meekee) says: Yo Takeda tell her to get off me. - Wed Nov  4 04:49:16 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Wed Nov  4 04:50:08 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: You have a lovely woman throwing herself onto you. - Wed Nov  4 04:50:08 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: And you're complaining? - Wed Nov  4 04:50:08 2015
<br><br><font color=teal>*Rias(LionHunter) says: He looooooove me he knows it~ - Wed Nov  4 04:50:59 2015
<br><br><font color=teal>*Ziare(Meekee) says: ...Put yourself on my shoes.. - Wed Nov  4 04:50:59 2015
<br><br><font color=teal>*Ziare(Meekee) says: And if I loved you I wouldn't act this way. - Wed Nov  4 04:51:50 2015
<br><br><font color=teal>*Rias(LionHunter) says: Blah blah blah your logic - Wed Nov  4 04:51:50 2015
<br><br><font color=teal>*Ziare(Meekee) says: Has soe sympathy Takeda, think of all of the good times we've had. - Wed Nov  4 04:51:50 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Stop being so uptight and just hug her back or something. - Wed Nov  4 04:52:41 2015
<br><br><font color=teal>*Ziare(Meekee) thinks: He has no sypathy...I'll get him back for this.. - Wed Nov  4 04:53:32 2015
<br><br><font color=yellow>*Rias(LionHunter) you press against him and get up, reaching her hand out to grap his hand. "Here"* - Wed Nov  4 04:56:57 2015
<br><br><font color=teal>*Rias(LionHunter) says: You maybe smart but you sure are dumb Z - Wed Nov  4 04:58:40 2015
<br><br><font color=teal>*Ziare(Meekee) says: I'm not smart, I just think efficiently. - Wed Nov  4 04:59:31 2015
<br><br><font color=teal>*Rias(LionHunter) says: I wonder what your thinking about... - Wed Nov  4 04:59:31 2015
<br><br><font color=teal>*Ziare(Meekee) says: A nap. - Wed Nov  4 04:59:31 2015
<br><br><font color=yellow>*Rias(LionHunter) she starts to form a hand sign that only he knows... and he knows what it means* - Wed Nov  4 05:01:13 2015
<br><br><font color=teal>*Ziare(Meekee) says: I can give you 2 good reasons not to do that. - Wed Nov  4 05:01:13 2015
<br><br><font color=teal>*Rias(LionHunter) says: O really? - Wed Nov  4 05:02:04 2015
<br><br><font color=teal>*Ziare(Meekee) says: Yep. - Wed Nov  4 05:02:04 2015
<br><br><font color=teal>*Rias(LionHunter) says: Explain why I shouldnt use it right now? - Wed Nov  4 05:02:56 2015
<br><br><font color=teal>*Ziare(Meekee) says: It's a hiden jutsu, you'll lower it's efectivity using it around guests. - Wed Nov  4 05:02:56 2015
<br><br><font color=teal>*Ziare(Meekee) says: And i'll be really mad. - Wed Nov  4 05:03:47 2015
<br><br><font color=teal>*Ziare(Meekee) says: Afterwards. - Wed Nov  4 05:03:47 2015
<br><br><font color=yellow>*Rias(LionHunter) felt bad after that... "ok...im sorry Z... forgive me ok?" she said with puppy dog eyes* - Wed Nov  4 05:06:20 2015
<br><br><font color=yellow>*Rias(LionHunter) jump back and nodded...* - Wed Nov  4 05:10:36 2015
<br><br><font color=teal>*Ziare(Meekee) says: Anyway what'd you want now? - Wed Nov  4 05:10:36 2015
<br><br><font color=teal>*Ziare(Meekee) says: I've been bored so i'll do whatever.. - Wed Nov  4 05:14:52 2015
<br><br><font color=teal>*Rias(LionHunter) says: Well I cant really train right now so... get a bite to eat? Think about our formations? - Wed Nov  4 05:19:08 2015
<br><br><font color=teal>*Ziare(Meekee) says: Sure sure. - Wed Nov  4 05:20:51 2015
<br><br><font color=yellow>*Rias(LionHunter) would place her elbows on the counter and lean toward Z..."Ummmmmmm I guess I will have.... some green tea... vegan ramen"* - Wed Nov  4 05:32:48 2015
<br><br><font color=teal>*Ziare(Meekee) says: Vegan ramen? - Wed Nov  4 05:33:39 2015
<br><br><font color=teal>*Ziare(Meekee) says: Seems like you. - Wed Nov  4 05:34:30 2015
<br><br><font color=teal>*Rias(LionHunter) says: Meaning? - Wed Nov  4 05:34:30 2015
<br><br><font color=teal>*Ziare(Meekee) says: Nothing. - Wed Nov  4 05:35:21 2015
