<br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Big guy. - Thu Oct  8 16:56:44 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) whispers: Y-Yeah. - Thu Oct  8 19:00:28 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) gestures for Cypher to lead the way.

"Tell me more."* - Thu Oct  8 19:01:20 2015
<br><br><font color=teal>*Reguel(Airide) says: Hm? - Thu Oct  8 19:01:20 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Your friend is doing better. - Thu Oct  8 19:03:53 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Just thought you should know. - Thu Oct  8 19:03:53 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: ? - Thu Oct  8 19:03:53 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Reguel who's eye did you steal? - Thu Oct  8 19:03:53 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Fucker. - Thu Oct  8 19:04:44 2015
<br><br><font color=teal>*Reguel(Airide) says: No one's. - Thu Oct  8 19:04:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Lying ass. - Thu Oct  8 19:04:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: It's okay though. - Thu Oct  8 19:04:44 2015
<br><br><font color=teal>*Reguel(Airide) says: And Misa he's talking about Hideki, although, that's more of an understatement. - Thu Oct  8 19:04:44 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Hideki isn't my friend.. - Thu Oct  8 19:05:36 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: I think he'd need a great deal of endurance for a Self-Transplant. - Thu Oct  8 19:05:36 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: If he did, I'd be terrified.. - Thu Oct  8 19:05:36 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: Not someone I'd want to mess with. - Thu Oct  8 19:05:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: He's too much of a jerk to die... - Thu Oct  8 19:05:36 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) thinks: And how or why would that complete stranger think Hideki was my friend? - Thu Oct  8 19:05:36 2015
<br><br><font color=teal>*Reguel(Airide) says: Hmm sure. - Thu Oct  8 19:06:27 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: That's why you're doing them right now. - Thu Oct  8 19:06:27 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Like being a shit-head. - Thu Oct  8 19:06:27 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) grins. Cypher was learning quickly. She affectionately rubs his chin -- her hand gloved of course. Before long, Asteroth takes a seat.

"Right. Let's cut to the chase. What did you see?"* - Thu Oct  8 19:14:08 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) wore a flat expression.

Inside, she was bubbling with joy. Kirigakure seemed to be a nice new destination to go after. Who knows, maybe she'd find a body or two that was of use.

"Pity. . . I wanted to go there for vacation. Seems that isn't an option now. Outside of the destruction. . . there is nothing else of note?"* - Thu Oct  8 19:20:06 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Mmm. . . Swell. Good work then. How goes your training? - Thu Oct  8 19:22:40 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: A-Alright I suppose...Though I lack a-anyone who can h-help me  m-much. - Thu Oct  8 19:23:31 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: And what is it that you require help in? - Thu Oct  8 19:26:56 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: N-Ninjutsu would be ideal, B-But having an ace t-to pull in another category would be good a-as well. - Thu Oct  8 19:27:47 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: . . . - Thu Oct  8 19:28:38 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: That's a broad category. - Thu Oct  8 19:28:38 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Specifics. - Thu Oct  8 19:28:38 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: S-Sorry, W-Wind Ninjutsu. - Thu Oct  8 19:28:38 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Hrm. .. Sunagakure would be a good place to start. - Thu Oct  8 19:29:29 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: Tried. - Thu Oct  8 19:29:29 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: T-They're on high a-alert and not letting a-anyone in. - Thu Oct  8 19:29:29 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: . . . - Thu Oct  8 19:29:29 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Not letting -anyone- in? - Thu Oct  8 19:30:20 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: I'm sure their economy is suffering. - Thu Oct  8 19:30:20 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: P-Probably, B-But I heard t-they w-were attacked recently. - Thu Oct  8 19:30:20 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: And? - Thu Oct  8 19:37:10 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Villages always get attacked. - Thu Oct  8 19:37:10 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: I-It seemed to rattle them m-more than usual is all. - Thu Oct  8 19:38:01 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: S-Sorry for stating useless i-information. - Thu Oct  8 19:38:01 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) nods.

"Nonsense. . . Your information is youthful. I'd hate to have to go on a vacation and find dead bodies all around. As for Sunagakure. . . send them a letter asking for entry. It's that simple. . . even if the village apparently is ran by baboons, you should still be able to convince them in that manner. . " 

She looks around, seeing as they were in a restaurant. Again, Cypher is put in the hot seat.* - Thu Oct  8 19:44:00 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) raised a brow as he ordered another expensive meal.

She leans in, with dull eyes. "Kumogakure is boring me. . . I'm thinking I might want to go back to Konoha. The village is in a rut. . . I take it they could do for a leader that isn't a shinobi. Y'know, a smart gal like me that knows what she doing. What I lack in brawn, I make up for in strength," Asteroth says dryly.* - Thu Oct  8 20:08:44 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) nods. She agreed with the sentiment. Of course, it was obvious that cypher had some sort of affection for the blonde -- which was understandable from Asteroth perspective. She believed herself to be absolutely stunning.

"It is nice to have you on board. . . In anycase. . . This is just talk. I don't have the resources to do it. . ." She says with a frown.* - Thu Oct  8 20:27:31 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Mm. . Eh. Takes a lot of money. My family has cut me off as well.. - Thu Oct  8 20:30:56 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: I-I'll help you gather t-the money. - Thu Oct  8 20:31:47 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: How much do you have on you? - Thu Oct  8 20:34:20 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: M-Maybe half a M-Million? - Thu Oct  8 20:36:54 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Interesting. - Thu Oct  8 20:42:01 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: On another note. Have you formed any bonds in this village? - Thu Oct  8 20:42:01 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: I don't believe so.. - Thu Oct  8 20:42:52 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Odd. I'd expect someone as charming as you to make friends. ..  I fear you'll grow bored being by my side all day. - Thu Oct  8 20:43:44 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: Ch-Charming? A-And...I-I don't t-think I c-could ever go bored...B-Being by your side. - Thu Oct  8 20:43:44 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Oh? I'm willing to bet different. But we'll see. - Thu Oct  8 20:44:35 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: U-Uh, I-If there's ever a-anything you n-need please don't hesitate to a-ask me. - Thu Oct  8 20:45:26 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Well I do want Konoha. . . - Thu Oct  8 20:47:08 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: I'm tired of being some random bar maiden. - Thu Oct  8 20:47:08 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: It'd be nice to have some political say.. - Thu Oct  8 20:47:08 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: I-I se.e - Thu Oct  8 20:49:42 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Altthough. That's all wishful thinking. - Thu Oct  8 20:52:16 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Anywho. . I'm bored. What do you want to do after. - Thu Oct  8 20:52:16 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: We're done eating that is. - Thu Oct  8 20:52:16 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: U-Uh. - Thu Oct  8 20:54:49 2015
<br><br><font color=teal>*Zetseun, Cypher(Jjking218) says: I-I coul----N-Nevermind. - Thu Oct  8 20:54:49 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: . . . - Thu Oct  8 21:34:56 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: .... - Thu Oct  8 21:35:47 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) thinks: What're they doing..? - Thu Oct  8 21:44:19 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: t4 strength - Thu Oct  8 21:44:19 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: None of what I've just seen. - Thu Oct  8 21:45:10 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Needed to happen. - Thu Oct  8 21:45:10 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: I'm getting so tired of this shit. - Thu Oct  8 21:45:10 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Hrm. - Thu Oct  8 21:46:01 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Not even Vagene could cheer me up... - Thu Oct  8 21:46:01 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Heiwa, you want some Sake? - Thu Oct  8 21:46:52 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Isn't that the stuff that makes you stupid? - Thu Oct  8 21:46:52 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nevermind. - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Storm(Sisbro55) says: ------ - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: .... - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Has anyone seen nizaaa? - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Storm(Sisbro55) says: --- - Thu Oct  8 21:48:35 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nope. - Thu Oct  8 21:48:35 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Awe. - Thu Oct  8 21:48:35 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Hm... - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Maybe. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: If you take off your shirt. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: And wriggle around. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: He'll come. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Just a guess. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: .... - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I'm Kojiro's sister. - Thu Oct  8 21:50:17 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Gene. - Thu Oct  8 21:50:17 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I don't know what I said. - Thu Oct  8 21:51:08 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: When I'm Raikage, my dream is to imprison Kojiro! - Thu Oct  8 21:51:08 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: omit - Thu Oct  8 21:51:08 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Im not Raizek chill with that shit - Thu Oct  8 21:51:08 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Oh. I'm Heiwa. Uncle Hideki's nephew. - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: You're so cute. - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Thanks. - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: . . . - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Oh, the kid. - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: It's rude to stare. - Thu Oct  8 21:52:51 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Is it because I'm black? - Thu Oct  8 21:52:51 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Damn chinks.. - Thu Oct  8 21:53:42 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: What do you do? @Gene - Thu Oct  8 21:53:42 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I'm the head of the medical division, little one. - Thu Oct  8 21:54:33 2015
<br><br><font color=teal>*Heiwa(PythonJedi) thinks: Like mom.. - Thu Oct  8 21:55:24 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Are you good?  - Thu Oct  8 21:55:24 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I'd like to believe so, yes. - Thu Oct  8 21:55:24 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Fuck you too. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: So, kiddo. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You can call me... - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) thinks: I wonder what charismatic means. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Daddy Kojiro... Or just dad, pops. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Real nigga. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) thinks: That guy sure talks a lot. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: ..What?  - Thu Oct  8 21:57:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Bump my fist with yours. - Thu Oct  8 21:57:58 2015
<br><br><font color=teal>*Heiwa(PythonJedi) thinks: Damn niggers. - Thu Oct  8 21:57:58 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Hm. - Thu Oct  8 21:59:40 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: ... - Thu Oct  8 22:05:39 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: *Sigh* - Thu Oct  8 22:06:30 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I don't know what it is. - Thu Oct  8 22:08:12 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: But I feel like shit all of a sudden. - Thu Oct  8 22:08:12 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Sooo. - Thu Oct  8 22:09:55 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: What? - Thu Oct  8 22:09:55 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Anyone wanna see a magic trick? - Thu Oct  8 22:09:55 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: No such thing. - Thu Oct  8 22:10:46 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: But there isss. - Thu Oct  8 22:10:46 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nope/ - Thu Oct  8 22:10:46 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: That fish was not youthful enough for my preferences! It may rest... on the ground! - Thu Oct  8 22:12:28 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: D-Did you kill it? - Thu Oct  8 22:12:28 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Why did you hurt the fish just to throw it..? - Thu Oct  8 22:12:28 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: It was dead already! - Thu Oct  8 22:13:20 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Omit- - Thu Oct  8 22:13:20 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: Hello. - Thu Oct  8 22:21:52 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: KILL EVERYTHING - Thu Oct  8 22:25:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: ! - Thu Oct  8 22:25:16 2015
<br><br><font color=teal>*Asteroth(Lordlol45) thinks: Look at them. . . all lined up. .  - Thu Oct  8 22:26:59 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) moves ahead. She flicks her fingers forward, generating a massive sphere of darkness.

"Death Bomb!"* - Thu Oct  8 22:27:50 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: . . . . . . . . . . . . - Thu Oct  8 22:27:50 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: ...He hasn't replied. - Thu Oct  8 22:32:06 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I find it odd.. - Thu Oct  8 22:32:06 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: . . . . . . . - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: That your village. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Kills my close friend. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: And you have the balls.. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: THE BALLS. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: To show your face here. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) thinks: Ohhh they might fight. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: . . . . . . . . - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: Let me give.... you a fair warning.... - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: Your close friend was killed by my village. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: You should hope that you aren't killed by me. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Asteroth(Lordlol45) thinks: He's surrounded on all ends.. - Thu Oct  8 22:33:48 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You know...... - Thu Oct  8 22:33:48 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You know what, lets have a friendly spar. - Thu Oct  8 22:34:40 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) thinks: .. Is this man really that cocky. To threaten a Kumogakure Shinobi in their own village.. Hehn.. - Thu Oct  8 22:34:40 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: You must be an idiot if you think that I would accept a spar after our conversation. - Thu Oct  8 22:34:40 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Heh.. - Thu Oct  8 22:34:40 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Do you know Fujitora? - Thu Oct  8 22:35:31 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: . . . .And if I do? - Thu Oct  8 22:35:31 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Well, he's my cousin. - Thu Oct  8 22:35:31 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: . . . . . . And? - Thu Oct  8 22:35:31 2015
<br><br><font color=teal>*Hideki(Assassin241) says: And.... - Thu Oct  8 22:35:31 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Are you in any relation to him? - Thu Oct  8 22:35:31 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: square up little nigga - Thu Oct  8 22:35:31 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: -omit- - Thu Oct  8 22:35:31 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: . . . . . Friends you could say. - Thu Oct  8 22:35:31 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) thinks: This man! He's more depressing than my love life! - Thu Oct  8 22:37:13 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Hey, Hideki. - Thu Oct  8 22:48:19 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) is quickly moving away. She wants no part of this eventual clusterfuck.* - Thu Oct  8 22:54:17 2015
